device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349612e-07,-1.16724668807448,-1.142051055908432,-0.1696953444088251
M10,9.991455574786357e-06,0.0001727560309578949,1.036214078893171e-06,0.6579489440915681,0.6579489440915681,0.09235519778443202
M1,2.058477253596436e-05,0.0002114985736531415,0.0006871772089842894,0.856846454984244,0.02628449408994959,0.1184611143296184
M2,2.062257335959507e-05,7.40031822742002e-05,0.002459707855877931,1.039142081007177,0.008240507656669394,0.2299413165393249
M3A,-1.029238557365134e-05,0.0001613901442254353,1.050090165454485e-06,-1.012857586917227,-1.012857586917227,-0.08957050990896545
M3B,-1.029238557365134e-05,0.0001613901442254353,1.050090165454485e-06,-1.012857586917227,-1.012857586917227,-0.08957050990896545
M4A,-1.031128594189164e-05,0.0001616603027632391,1.044863884776018e-06,-1.012857586917227,-1.030901573350507,-0.08959944770026712
M4B,-1.031128594189164e-05,0.0001616603027632391,1.044863884776018e-06,-1.012857586917227,-1.030901573350507,-0.08959944770026712
M5,4.120734354281017e-05,0.0006943454236599976,3.839500189400165e-06,0.6579489440915681,0.7608579189928235,0.09854216647152837
M6,6.966904697212352e-05,0.0007698569253253026,5.569504032452211e-06,0.7690984266494929,1.617704373977068,0.1444753539197343
M7A,-4.292640320646956e-05,0.0004278539906843637,3.705236889438933e-05,-1.16724668807448,-0.1822956260229325,-0.1647906147882434
M7B,-4.292640320646956e-05,0.0004278539906843637,3.705236889438933e-05,-1.16724668807448,-0.1822956260229325,-0.1647906147882434
