 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  7.21244806e-06  2.26460632e-07 
 1.02329299e+00  7.13824478e-06  2.24130755e-07 
 1.04712855e+00  7.06481641e-06  2.21825208e-07 
 1.07151931e+00  6.99215474e-06  2.19543735e-07 
 1.09647820e+00  6.92025163e-06  2.17286079e-07 
 1.12201845e+00  6.84909906e-06  2.15051990e-07 
 1.14815362e+00  6.77868907e-06  2.12841216e-07 
 1.17489755e+00  6.70901380e-06  2.10653511e-07 
 1.20226443e+00  6.64006547e-06  2.08488632e-07 
 1.23026877e+00  6.57183639e-06  2.06346335e-07 
 1.25892541e+00  6.50431894e-06  2.04226383e-07 
 1.28824955e+00  6.43750559e-06  2.02128539e-07 
 1.31825674e+00  6.37138888e-06  2.00052568e-07 
 1.34896288e+00  6.30596146e-06  1.97998240e-07 
 1.38038426e+00  6.24121602e-06  1.95965325e-07 
 1.41253754e+00  6.17714536e-06  1.93953597e-07 
 1.44543977e+00  6.11374234e-06  1.91962832e-07 
 1.47910839e+00  6.05099990e-06  1.89992809e-07 
 1.51356125e+00  5.98891106e-06  1.88043307e-07 
 1.54881662e+00  5.92746891e-06  1.86114111e-07 
 1.58489319e+00  5.86666661e-06  1.84205005e-07 
 1.62181010e+00  5.80649742e-06  1.82315778e-07 
 1.65958691e+00  5.74695463e-06  1.80446219e-07 
 1.69824365e+00  5.68803163e-06  1.78596120e-07 
 1.73780083e+00  5.62972189e-06  1.76765277e-07 
 1.77827941e+00  5.57201891e-06  1.74953486e-07 
 1.81970086e+00  5.51491631e-06  1.73160545e-07 
 1.86208714e+00  5.45840773e-06  1.71386256e-07 
 1.90546072e+00  5.40248692e-06  1.69630422e-07 
 1.94984460e+00  5.34714767e-06  1.67892848e-07 
 1.99526231e+00  5.29238385e-06  1.66173341e-07 
 2.04173794e+00  5.23818938e-06  1.64471712e-07 
 2.08929613e+00  5.18455827e-06  1.62787771e-07 
 2.13796209e+00  5.13148457e-06  1.61121333e-07 
 2.18776162e+00  5.07896241e-06  1.59472211e-07 
 2.23872114e+00  5.02698598e-06  1.57840225e-07 
 2.29086765e+00  4.97554951e-06  1.56225193e-07 
 2.34422882e+00  4.92464734e-06  1.54626937e-07 
 2.39883292e+00  4.87427381e-06  1.53045280e-07 
 2.45470892e+00  4.82442338e-06  1.51480047e-07 
 2.51188643e+00  4.77509052e-06  1.49931065e-07 
 2.57039578e+00  4.72626980e-06  1.48398164e-07 
 2.63026799e+00  4.67795581e-06  1.46881173e-07 
 2.69153480e+00  4.63014323e-06  1.45379926e-07 
 2.75422870e+00  4.58282677e-06  1.43894256e-07 
 2.81838293e+00  4.53600123e-06  1.42424001e-07 
 2.88403150e+00  4.48966143e-06  1.40968997e-07 
 2.95120923e+00  4.44380226e-06  1.39529084e-07 
 3.01995172e+00  4.39841868e-06  1.38104104e-07 
 3.09029543e+00  4.35350567e-06  1.36693899e-07 
 3.16227766e+00  4.30905830e-06  1.35298315e-07 
 3.23593657e+00  4.26507167e-06  1.33917197e-07 
 3.31131121e+00  4.22154094e-06  1.32550394e-07 
 3.38844156e+00  4.17846132e-06  1.31197755e-07 
 3.46736850e+00  4.13582807e-06  1.29859131e-07 
 3.54813389e+00  4.09363649e-06  1.28534376e-07 
 3.63078055e+00  4.05188196e-06  1.27223343e-07 
 3.71535229e+00  4.01055989e-06  1.25925888e-07 
 3.80189396e+00  3.96966573e-06  1.24641870e-07 
 3.89045145e+00  3.92919499e-06  1.23371146e-07 
 3.98107171e+00  3.88914324e-06  1.22113578e-07 
 4.07380278e+00  3.84950607e-06  1.20869027e-07 
 4.16869383e+00  3.81027913e-06  1.19637357e-07 
 4.26579519e+00  3.77145813e-06  1.18418433e-07 
 4.36515832e+00  3.73303881e-06  1.17212120e-07 
 4.46683592e+00  3.69501695e-06  1.16018288e-07 
 4.57088190e+00  3.65738839e-06  1.14836805e-07 
 4.67735141e+00  3.62014901e-06  1.13667541e-07 
 4.78630092e+00  3.58329473e-06  1.12510369e-07 
 4.89778819e+00  3.54682151e-06  1.11365162e-07 
 5.01187234e+00  3.51072537e-06  1.10231794e-07 
 5.12861384e+00  3.47500236e-06  1.09110142e-07 
 5.24807460e+00  3.43964856e-06  1.08000083e-07 
 5.37031796e+00  3.40466011e-06  1.06901495e-07 
 5.49540874e+00  3.37003319e-06  1.05814259e-07 
 5.62341325e+00  3.33576402e-06  1.04738256e-07 
 5.75439937e+00  3.30184885e-06  1.03673368e-07 
 5.88843655e+00  3.26828398e-06  1.02619478e-07 
 6.02559586e+00  3.23506575e-06  1.01576473e-07 
