 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  9.778224983195e-01  9.778224983195e-01  6.241594479934e-01  4.000653689397e-01 -3.887495020567e-05 
