 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  8.409961977273e-01  8.409961977273e-01  6.252543942849e-01  7.444325579884e-01 -3.836614696740e-05 
