 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.40269763e+03 -2.82627309e-01  1.00000000e+00 -7.15903492e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.40269761e+03 -3.63743546e-01  1.00000000e+00 -5.81347360e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.40269758e+03 -4.64230448e-01  1.00000000e+00 -4.68138234e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.40269752e+03 -5.89439306e-01  1.00000000e+00 -3.75041834e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.40269743e+03 -7.46037941e-01  1.00000000e+00 -2.99503389e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.40269730e+03 -9.42365783e-01  1.00000000e+00 -2.38704531e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.40269708e+03 -1.18887797e+00  1.00000000e+00 -1.90011091e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.40269673e+03 -1.49870212e+00  1.00000000e+00 -1.51132482e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.40269618e+03 -1.88833736e+00  1.00000000e+00 -1.20149890e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.40269531e+03 -2.37853294e+00  1.00000000e+00 -9.54893690e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.40269393e+03 -2.99539303e+00  1.00000000e+00 -7.58757392e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
