 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.41990123e+03 -2.88367625e-01  1.00000000e+00 -7.30443883e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.41990121e+03 -3.70996988e-01  1.00000000e+00 -5.92940056e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.41990118e+03 -4.73383289e-01  1.00000000e+00 -4.77368118e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.41990112e+03 -6.00978968e-01  1.00000000e+00 -3.82384156e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.41990103e+03 -7.60578952e-01  1.00000000e+00 -3.05340998e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.41990089e+03 -9.60682503e-01  1.00000000e+00 -2.43344212e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.41990066e+03 -1.21194583e+00  1.00000000e+00 -1.93697876e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.41990030e+03 -1.52774956e+00  1.00000000e+00 -1.54061679e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.41989974e+03 -1.92491125e+00  1.00000000e+00 -1.22476975e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.41989884e+03 -2.42458095e+00  1.00000000e+00 -9.73380084e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.41989742e+03 -3.05336734e+00  1.00000000e+00 -7.73442513e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
