 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.46459899e+03 -3.11788872e-01  1.00000000e+00 -7.89770594e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.46459897e+03 -4.00444139e-01  1.00000000e+00 -6.40003483e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.46459893e+03 -5.10424511e-01  1.00000000e+00 -5.14721125e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.46459886e+03 -6.47586839e-01  1.00000000e+00 -4.12039266e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.46459876e+03 -8.19235507e-01  1.00000000e+00 -3.28889150e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.46459860e+03 -1.03451141e+00  1.00000000e+00 -2.62045294e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.46459834e+03 -1.30487874e+00  1.00000000e+00 -2.08550728e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.46459793e+03 -1.64473546e+00  1.00000000e+00 -1.65858740e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.46459729e+03 -2.07218001e+00  1.00000000e+00 -1.31847220e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.46459627e+03 -2.60997505e+00  1.00000000e+00 -1.04780808e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.46459465e+03 -3.28675948e+00  1.00000000e+00 -8.32561467e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
