 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.66353528e+03 -1.27475145e-01  1.00000000e+00 -3.22898438e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.66353528e+03 -1.65959111e-01  1.00000000e+00 -2.65241585e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.66353527e+03 -2.13281003e-01  1.00000000e+00 -2.15076435e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.66353525e+03 -2.71960885e-01  1.00000000e+00 -1.73040325e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.66353522e+03 -3.45123672e-01  1.00000000e+00 -1.38553013e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.66353518e+03 -4.36665547e-01  1.00000000e+00 -1.10609062e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.66353511e+03 -5.51461440e-01  1.00000000e+00 -8.81369087e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.66353500e+03 -6.95624639e-01  1.00000000e+00 -7.01486013e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.66353483e+03 -8.76832332e-01  1.00000000e+00 -5.57908307e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.66353456e+03 -1.10473444e+00  1.00000000e+00 -4.43514345e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.66353413e+03 -1.39146746e+00  1.00000000e+00 -3.52475059e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
