 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.44634421e+03 -2.98914447e-01  1.00000000e+00 -7.57159296e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.44634419e+03 -3.84289728e-01  1.00000000e+00 -6.14184961e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.44634415e+03 -4.90129833e-01  1.00000000e+00 -4.94255623e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.44634409e+03 -6.22071130e-01  1.00000000e+00 -3.95804431e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.44634399e+03 -7.87139965e-01  1.00000000e+00 -3.16004135e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.44634384e+03 -9.94126836e-01  1.00000000e+00 -2.51815763e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.44634361e+03 -1.25405451e+00  1.00000000e+00 -2.00427830e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.44634323e+03 -1.58076502e+00  1.00000000e+00 -1.59407852e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.44634263e+03 -1.99165673e+00  1.00000000e+00 -1.26723782e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.44634168e+03 -2.50861084e+00  1.00000000e+00 -1.00711462e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.44634017e+03 -3.15915645e+00  1.00000000e+00 -8.00239276e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
