 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.37098946e+03 -8.55373410e-02  1.00000000e+00 -2.16668723e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.37098945e+03 -1.12117736e-01  1.00000000e+00 -1.79190470e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.37098945e+03 -1.44668809e-01  1.00000000e+00 -1.45886691e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.37098944e+03 -1.84924023e-01  1.00000000e+00 -1.17661501e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.37098942e+03 -2.35027113e-01  1.00000000e+00 -9.43538153e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.37098940e+03 -2.97646252e-01  1.00000000e+00 -7.53950144e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.37098936e+03 -3.76116132e-01  1.00000000e+00 -6.01125705e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.37098930e+03 -4.74615555e-01  1.00000000e+00 -4.78615868e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.37098920e+03 -5.98389961e-01  1.00000000e+00 -3.80743289e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.37098905e+03 -7.54030764e-01  1.00000000e+00 -3.02720277e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.37098880e+03 -9.49826354e-01  1.00000000e+00 -2.40604517e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
