 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.95280309e+03 -1.78046299e-01  1.00000000e+00 -4.50996679e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.95280308e+03 -2.30662200e-01  1.00000000e+00 -3.68652256e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.95280307e+03 -2.95561704e-01  1.00000000e+00 -2.98049735e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.95280304e+03 -3.76200943e-01  1.00000000e+00 -2.39364993e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.95280299e+03 -4.76874247e-01  1.00000000e+00 -1.91445388e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.95280292e+03 -6.02942831e-01  1.00000000e+00 -1.52727634e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.95280281e+03 -7.61120293e-01  1.00000000e+00 -1.21645347e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.95280264e+03 -9.59830134e-01  1.00000000e+00 -9.67916086e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.95280236e+03 -1.20965433e+00  1.00000000e+00 -7.69673257e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.95280192e+03 -1.52389682e+00  1.00000000e+00 -6.11791596e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.95280123e+03 -1.91929196e+00  1.00000000e+00 -4.86175955e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
