 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.85551098e+03 -1.59955406e-01  1.00000000e+00 -4.05171909e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.85551097e+03 -2.07539511e-01  1.00000000e+00 -3.31696791e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.85551096e+03 -2.66175851e-01  1.00000000e+00 -2.68416526e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.85551093e+03 -3.38987022e-01  1.00000000e+00 -2.15686948e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.85551090e+03 -4.29850483e-01  1.00000000e+00 -1.72567304e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.85551084e+03 -5.43605039e-01  1.00000000e+00 -1.37697182e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.85551074e+03 -6.86308525e-01  1.00000000e+00 -1.09688660e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.85551059e+03 -8.65560400e-01  1.00000000e+00 -8.72852634e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.85551035e+03 -1.09090644e+00  1.00000000e+00 -6.94117458e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.85550998e+03 -1.37434705e+00  1.00000000e+00 -5.51753268e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.85550938e+03 -1.73097633e+00  1.00000000e+00 -4.38474597e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
