 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.41163498e+03 -2.85543503e-01  1.00000000e+00 -7.23290297e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.41163495e+03 -3.67429835e-01  1.00000000e+00 -5.87238912e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.41163492e+03 -4.68883142e-01  1.00000000e+00 -4.72830091e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.41163486e+03 -5.95306177e-01  1.00000000e+00 -3.78774738e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.41163477e+03 -7.53431420e-01  1.00000000e+00 -3.02471563e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.41163463e+03 -9.51679601e-01  1.00000000e+00 -2.41063749e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.41163441e+03 -1.20060812e+00  1.00000000e+00 -1.91885844e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.41163406e+03 -1.51347327e+00  1.00000000e+00 -1.52622032e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.41163350e+03 -1.90693613e+00  1.00000000e+00 -1.21333273e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.41163262e+03 -2.40194976e+00  1.00000000e+00 -9.64294586e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.41163122e+03 -3.02487491e+00  1.00000000e+00 -7.66225269e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
