 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.46370481e+03 -3.36859063e-01  1.00000000e+00 -8.53274127e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.46370478e+03 -4.31830679e-01  1.00000000e+00 -6.90166502e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.46370473e+03 -5.49798847e-01  1.00000000e+00 -5.54426877e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.46370466e+03 -6.97045796e-01  1.00000000e+00 -4.43508421e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.46370454e+03 -8.81412949e-01  1.00000000e+00 -3.53850778e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.46370435e+03 -1.11271850e+00  1.00000000e+00 -2.81855366e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.46370405e+03 -1.40328028e+00  1.00000000e+00 -2.24277572e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.46370358e+03 -1.76857164e+00  1.00000000e+00 -1.78346569e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.46370284e+03 -2.22804548e+00  1.00000000e+00 -1.41764414e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.46370166e+03 -2.80617006e+00  1.00000000e+00 -1.12657177e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.46369979e+03 -3.53373181e+00  1.00000000e+00 -8.95119794e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
