 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.88387957e+03 -9.03224472e+00  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.88385418e+03 -1.13753702e+01  1.00000000e+00 -1.77635684e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.88381396e+03 -1.43240915e+01  1.00000000e+00  1.77635684e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.88375020e+03 -1.80352554e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.88364917e+03 -2.27061293e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.88348907e+03 -2.85847250e+01  1.00000000e+00 -3.55271368e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.88323537e+03 -3.59826442e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.88283344e+03 -4.52909523e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.88219676e+03 -5.69995681e+01  1.00000000e+00  7.10542736e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.88118859e+03 -7.17204973e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.87959294e+03 -9.02147507e+01  1.00000000e+00 -1.42108547e-14	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
