 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.36191091e+03 -5.70770230e-01  1.00000000e+00 -1.44577803e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.36191083e+03 -7.25562564e-01  1.00000000e+00 -1.15961867e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.36191069e+03 -9.18993718e-01  1.00000000e+00 -9.26729341e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.36191048e+03 -1.16136458e+00  1.00000000e+00 -7.38939714e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.36191014e+03 -1.46558220e+00  1.00000000e+00 -5.88370263e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.36190960e+03 -1.84784718e+00  1.00000000e+00 -4.68065616e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.36190875e+03 -2.32851624e+00  1.00000000e+00 -3.72151872e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.36190741e+03 -2.93318629e+00  1.00000000e+00 -2.95788289e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.36190527e+03 -3.69405718e+00  1.00000000e+00 -2.35042050e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.36190189e+03 -4.65164608e+00  1.00000000e+00 -1.86745267e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.36189653e+03 -5.85694409e+00  1.00000000e+00 -1.48359575e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
