 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.82028443e+03 -1.53683927e-01  1.00000000e+00 -3.89286066e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.82028442e+03 -1.99517742e-01  1.00000000e+00 -3.18876127e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.82028441e+03 -2.55976602e-01  1.00000000e+00 -2.58131426e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.82028439e+03 -3.26067148e-01  1.00000000e+00 -2.07466438e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.82028435e+03 -4.13521953e-01  1.00000000e+00 -1.66012079e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.82028430e+03 -5.22998301e-01  1.00000000e+00 -1.32477428e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.82028421e+03 -6.60326195e-01  1.00000000e+00 -1.05536071e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.82028407e+03 -8.32818829e-01  1.00000000e+00 -8.39835385e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.82028384e+03 -1.04966202e+00  1.00000000e+00 -6.67874840e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.82028349e+03 -1.32240339e+00  1.00000000e+00 -5.30899930e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.82028292e+03 -1.66556726e+00  1.00000000e+00 -4.21906118e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
