 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.45927981e+03 -3.06468522e-01  1.00000000e+00 -7.76293992e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.45927979e+03 -3.93777354e-01  1.00000000e+00 -6.29348404e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.45927975e+03 -5.02056261e-01  1.00000000e+00 -5.06282438e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.45927968e+03 -6.37071485e-01  1.00000000e+00 -4.05348680e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.45927958e+03 -8.06013068e-01  1.00000000e+00 -3.23580895e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.45927943e+03 -1.01787775e+00  1.00000000e+00 -2.57831939e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.45927918e+03 -1.28394805e+00  1.00000000e+00 -2.05205516e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.45927878e+03 -1.61839311e+00  1.00000000e+00 -1.63202334e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.45927816e+03 -2.03902319e+00  1.00000000e+00 -1.29737560e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.45927717e+03 -2.56823808e+00  1.00000000e+00 -1.03105246e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.45927560e+03 -3.23421975e+00  1.00000000e+00 -8.19253037e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
