 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.39476872e+03 -4.90331120e-01  1.00000000e+00 -1.24202338e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.39476866e+03 -6.24485489e-01  1.00000000e+00 -9.98073887e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.39476856e+03 -7.91895967e-01  1.00000000e+00 -7.98561776e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.39476840e+03 -1.00147775e+00  1.00000000e+00 -6.37208800e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.39476815e+03 -1.26439180e+00  1.00000000e+00 -5.07600736e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.39476776e+03 -1.59463917e+00  1.00000000e+00 -4.03927274e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.39476713e+03 -2.00980657e+00  1.00000000e+00 -3.21214615e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.39476614e+03 -2.53200286e+00  1.00000000e+00 -2.55332254e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.39476457e+03 -3.18903629e+00  1.00000000e+00 -2.02909164e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.39476209e+03 -4.01589501e+00  1.00000000e+00 -1.61222512e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.39475814e+03 -5.05660978e+00  1.00000000e+00 -1.28086856e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
