 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.27451904e+03 -2.47539195e-01  1.00000000e+00 -6.27024256e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.27451902e+03 -3.19237814e-01  1.00000000e+00 -5.10216797e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.27451899e+03 -4.07937007e-01  1.00000000e+00 -4.11370950e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.27451895e+03 -5.18360327e-01  1.00000000e+00 -3.29816526e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.27451887e+03 -6.56388213e-01  1.00000000e+00 -2.63512765e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.27451876e+03 -8.29371139e-01  1.00000000e+00 -2.10082638e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.27451858e+03 -1.04652105e+00  1.00000000e+00 -1.67259111e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.27451830e+03 -1.31940193e+00  1.00000000e+00 -1.33051517e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.27451785e+03 -1.66254557e+00  1.00000000e+00 -1.05783445e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.27451714e+03 -2.09422543e+00  1.00000000e+00 -8.40755753e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.27451601e+03 -2.63742965e+00  1.00000000e+00 -6.68083734e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
