 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.31078139e+02 -4.56142917e-04  1.00000000e+00 -5.42101086e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.31078139e+02 -9.32333583e-04  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.31078139e+02 -1.45817441e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.31078139e+02 -2.06166834e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.31078139e+02 -2.77495363e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.31078139e+02 -3.63601532e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.31078139e+02 -4.69070809e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.31078139e+02 -5.99519816e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.31078138e+02 -7.61895438e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.31078138e+02 -9.64844770e-03  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.31078138e+02 -1.21917560e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
