 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.08433353e+03 -2.37280031e+00  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.08433193e+03 -2.99278638e+00  1.00000000e+00 -4.44089210e-16	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.08432940e+03 -3.77214648e+00  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.08432539e+03 -4.75238162e+00  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.08431904e+03 -5.98568742e+00  1.00000000e+00 -8.88178420e-16	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.08430897e+03 -7.53773098e+00  1.00000000e+00 -8.88178420e-16	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.08429301e+03 -9.49114245e+00  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.08426772e+03 -1.19499046e+01  1.00000000e+00  1.77635684e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.08422763e+03 -1.50448685e+01  1.00000000e+00  1.77635684e-15	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.08416410e+03 -1.89406791e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.08406343e+03 -2.38444566e+01  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
