 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.37179138e+03 -2.73274995e-01  1.00000000e+00 -6.92213801e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.37179136e+03 -3.51905108e-01  1.00000000e+00 -5.62426769e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.37179133e+03 -4.49275447e-01  1.00000000e+00 -4.53057351e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.37179128e+03 -5.70571335e-01  1.00000000e+00 -3.63036740e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.37179119e+03 -7.22252211e-01  1.00000000e+00 -2.89954412e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.37179106e+03 -9.12395621e-01  1.00000000e+00 -2.31112997e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.37179086e+03 -1.15112736e+00  1.00000000e+00 -1.83977658e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.37179053e+03 -1.45116072e+00  1.00000000e+00 -1.46338319e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.37179000e+03 -1.82847342e+00  1.00000000e+00 -1.16340931e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.37178918e+03 -2.30315853e+00  1.00000000e+00 -9.24633935e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.37178787e+03 -2.90049426e+00  1.00000000e+00 -7.34719145e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
