 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.15996835e+03 -2.20775488e-01  1.00000000e+00 -5.59230988e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.15996834e+03 -2.85175301e-01  1.00000000e+00 -4.55776938e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.15996831e+03 -3.64761736e-01  1.00000000e+00 -3.67832255e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.15996828e+03 -4.63773060e-01  1.00000000e+00 -2.95084370e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.15996822e+03 -5.87481979e-01  1.00000000e+00 -2.35849785e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.15996812e+03 -7.42476437e-01  1.00000000e+00 -1.88071938e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.15996797e+03 -9.37010432e-01  1.00000000e+00 -1.49756736e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.15996773e+03 -1.18144357e+00  1.00000000e+00 -1.19139535e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.15996735e+03 -1.48879273e+00  1.00000000e+00 -9.47280739e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.15996675e+03 -1.87542522e+00  1.00000000e+00 -7.52916254e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.15996579e+03 -2.36193031e+00  1.00000000e+00 -5.98298468e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
