 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.19370013e+03 -1.25385032e+00  1.00000000e+00 -3.17604010e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.19369970e+03 -1.58465756e+00  1.00000000e+00 -2.53265318e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.19369902e+03 -1.99985321e+00  1.00000000e+00 -2.01668670e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.19369795e+03 -2.52154760e+00  1.00000000e+00 -1.60438102e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.19369624e+03 -3.17752211e+00  1.00000000e+00 -1.27564248e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.19369354e+03 -4.00270829e+00  1.00000000e+00 -1.01389833e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.19368926e+03 -5.04104735e+00  1.00000000e+00 -8.05677734e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.19368248e+03 -6.34782875e+00  1.00000000e+00 -6.40126748e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.19367173e+03 -7.99263159e+00  1.00000000e+00 -5.08546730e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.19365469e+03 -1.00630242e+01  1.00000000e+00 -4.03989482e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.19362768e+03 -1.26692156e+01  1.00000000e+00 -3.20916478e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
