 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.70525753e+03 -1.34186821e-01  1.00000000e+00 -3.39899314e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.70525753e+03 -1.74558657e-01  1.00000000e+00 -2.78985671e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.70525752e+03 -2.24226376e-01  1.00000000e+00 -2.26113941e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.70525750e+03 -2.85834966e-01  1.00000000e+00 -1.81867966e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.70525747e+03 -3.62665306e-01  1.00000000e+00 -1.45595250e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.70525742e+03 -4.58808888e-01  1.00000000e+00 -1.16218043e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.70525735e+03 -5.79385702e-01  1.00000000e+00 -9.25998664e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.70525723e+03 -7.30816887e-01  1.00000000e+00 -7.36974587e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.70525705e+03 -9.21166677e-01  1.00000000e+00 -5.86116975e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.70525676e+03 -1.16057183e+00  1.00000000e+00 -4.65930887e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.70525629e+03 -1.46178143e+00  1.00000000e+00 -3.70286004e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
