 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.44612889e+03 -3.76881432e-01  1.00000000e+00 -9.54651965e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.44612885e+03 -4.82021665e-01  1.00000000e+00 -7.70383415e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.44612879e+03 -6.12831300e-01  1.00000000e+00 -6.17989881e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.44612870e+03 -7.76276419e-01  1.00000000e+00 -4.93920341e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.44612855e+03 -9.81061052e-01  1.00000000e+00 -3.93855305e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.44612832e+03 -1.23809069e+00  1.00000000e+00 -3.13612495e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.44612795e+03 -1.56105303e+00  1.00000000e+00 -2.49493323e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.44612736e+03 -1.96714686e+00  1.00000000e+00 -1.98371209e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.44612643e+03 -2.47799786e+00  1.00000000e+00 -1.57668056e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.44612496e+03 -3.12081015e+00  1.00000000e+00 -1.25288615e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.44612263e+03 -3.92981471e+00  1.00000000e+00 -9.95448210e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
