 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.09030548e+03 -2.05701563e-01  1.00000000e+00 -5.21048288e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.09030546e+03 -2.65960963e-01  1.00000000e+00 -4.25067933e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.09030544e+03 -3.40383753e-01  1.00000000e+00 -3.43249071e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.09030541e+03 -4.32933214e-01  1.00000000e+00 -2.75461949e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.09030535e+03 -5.48537938e-01  1.00000000e+00 -2.20215376e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.09030527e+03 -6.93354291e-01  1.00000000e+00 -1.75629144e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.09030513e+03 -8.75094254e-01  1.00000000e+00 -1.39861073e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.09030491e+03 -1.10343611e+00  1.00000000e+00 -1.11273113e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.09030457e+03 -1.39053982e+00  1.00000000e+00 -8.84765342e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.09030403e+03 -1.75169458e+00  1.00000000e+00 -7.03243346e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.09030317e+03 -2.20613291e+00  1.00000000e+00 -5.58834229e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
