 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.40834678e+03 -4.59318263e-01  1.00000000e+00 -1.16346690e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.40834672e+03 -5.85527243e-01  1.00000000e+00 -9.35809508e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.40834663e+03 -7.42917667e-01  1.00000000e+00 -7.49171213e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.40834650e+03 -9.39871134e-01  1.00000000e+00 -5.98010462e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.40834628e+03 -1.18687610e+00  1.00000000e+00 -4.76481426e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.40834593e+03 -1.49708642e+00  1.00000000e+00 -3.79216872e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.40834538e+03 -1.88702179e+00  1.00000000e+00 -3.01590737e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.40834452e+03 -2.37744743e+00  1.00000000e+00 -2.39746616e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.40834314e+03 -2.99447979e+00  1.00000000e+00 -1.90530149e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.40834096e+03 -3.77097706e+00  1.00000000e+00 -1.51390079e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.40833750e+03 -4.74828850e+00  1.00000000e+00 -1.20276984e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
