 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.42532177e+03 -9.26640901e-02  1.00000000e+00 -2.34720992e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.42532177e+03 -1.21282425e-01  1.00000000e+00 -1.93837789e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.42532176e+03 -1.56359492e-01  1.00000000e+00 -1.57675782e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.42532175e+03 -1.99763270e-01  1.00000000e+00 -1.27103249e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.42532173e+03 -2.53805169e-01  1.00000000e+00 -1.01892426e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.42532170e+03 -3.21363115e-01  1.00000000e+00 -8.14025755e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.42532166e+03 -4.06034811e-01  1.00000000e+00 -6.48942863e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.42532159e+03 -5.12329327e-01  1.00000000e+00 -5.16647235e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.42532148e+03 -6.45907218e-01  1.00000000e+00 -4.10977199e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.42532131e+03 -8.13881965e-01  1.00000000e+00 -3.26748265e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.42532104e+03 -1.02519878e+00  1.00000000e+00 -2.59696872e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
