 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.92170906e+03 -1.72138604e-01  1.00000000e+00 -4.36032312e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.92170905e+03 -2.23114104e-01  1.00000000e+00 -3.56588632e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.92170904e+03 -2.85971241e-01  1.00000000e+00 -2.88378545e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.92170901e+03 -3.64057387e-01  1.00000000e+00 -2.31638432e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.92170897e+03 -4.61530911e-01  1.00000000e+00 -1.85285678e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.92170890e+03 -5.83582626e-01  1.00000000e+00 -1.47823632e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.92170880e+03 -7.36712220e-01  1.00000000e+00 -1.17744361e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.92170863e+03 -9.29074377e-01  1.00000000e+00 -9.36901378e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.92170836e+03 -1.17091304e+00  1.00000000e+00 -7.45023312e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.92170795e+03 -1.47510689e+00  1.00000000e+00 -5.92204369e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.92170728e+03 -1.85785518e+00  1.00000000e+00 -4.70613695e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
