 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.31414823e+03 -7.83973697e-02  1.00000000e+00 -1.98582961e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.31414823e+03 -1.02928391e-01  1.00000000e+00 -1.64503747e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.31414822e+03 -1.32940725e-01  1.00000000e+00 -1.34059884e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.31414822e+03 -1.70032636e-01  1.00000000e+00 -1.08186577e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.31414820e+03 -2.16179404e-01  1.00000000e+00 -8.67872409e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.31414818e+03 -2.73838510e-01  1.00000000e+00 -6.93644330e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.31414815e+03 -3.46080510e-01  1.00000000e+00 -5.53121639e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.31414809e+03 -4.36752549e-01  1.00000000e+00 -4.40434001e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.31414801e+03 -5.50683232e-01  1.00000000e+00 -3.50388811e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.31414787e+03 -6.93939762e-01  1.00000000e+00 -2.78596004e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.31414766e+03 -8.74151028e-01  1.00000000e+00 -2.21435417e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
