 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.57448230e+03 -1.13771272e-01  1.00000000e+00 -2.88186117e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.57448230e+03 -1.48387244e-01  1.00000000e+00 -2.37157631e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.57448229e+03 -1.90905377e-01  1.00000000e+00 -1.92512460e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.57448227e+03 -2.43589915e-01  1.00000000e+00 -1.54988768e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.57448225e+03 -3.09246503e-01  1.00000000e+00 -1.24149820e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.57448221e+03 -3.91371588e-01  1.00000000e+00 -9.91359539e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.57448216e+03 -4.94338627e-01  1.00000000e+00 -7.90073305e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.57448207e+03 -6.23630979e-01  1.00000000e+00 -6.28886136e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.57448192e+03 -7.86133910e-01  1.00000000e+00 -5.00199492e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.57448169e+03 -9.90501252e-01  1.00000000e+00 -3.97654142e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.57448132e+03 -1.24761622e+00  1.00000000e+00 -3.16036660e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
