 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.24785701e+03 -9.58849749e-01  1.00000000e+00 -2.42879494e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.24785676e+03 -1.21353938e+00  1.00000000e+00 -1.93951963e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.24785637e+03 -1.53285425e+00  1.00000000e+00 -1.54575689e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.24785576e+03 -1.93379887e+00  1.00000000e+00 -1.23041515e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.24785478e+03 -2.43772470e+00  1.00000000e+00 -9.78644786e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.24785322e+03 -3.07146697e+00  1.00000000e+00 -7.78012145e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.24785076e+03 -3.86877351e+00  1.00000000e+00 -6.18320986e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.24784686e+03 -4.87210125e+00  1.00000000e+00 -4.91311841e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.24784068e+03 -6.13487599e+00  1.00000000e+00 -3.90343634e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.24783088e+03 -7.72433498e+00  1.00000000e+00 -3.10100899e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.24781535e+03 -9.72510253e+00  1.00000000e+00 -2.46341219e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
