 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.45696623e+03 -3.53089835e-01  1.00000000e+00 -8.94387149e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.45696620e+03 -4.52175769e-01  1.00000000e+00 -7.22682705e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.45696615e+03 -5.75341705e-01  1.00000000e+00 -5.80184730e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.45696606e+03 -7.29146669e-01  1.00000000e+00 -4.63933182e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.45696593e+03 -9.21781323e-01  1.00000000e+00 -3.70056982e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.45696573e+03 -1.16350413e+00  1.00000000e+00 -2.94719507e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.45696540e+03 -1.46718767e+00  1.00000000e+00 -2.34491455e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.45696489e+03 -1.84900406e+00  1.00000000e+00 -1.86457498e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.45696407e+03 -2.32928619e+00  1.00000000e+00 -1.48206021e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.45696278e+03 -2.93361038e+00  1.00000000e+00 -1.17773349e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.45696073e+03 -3.69415816e+00  1.00000000e+00 -9.35755972e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
