 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  1.78355000e+03 -1.47296145e-01  1.00000000e+00 -3.73105622e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.78354999e+03 -1.91343965e-01  1.00000000e+00 -3.05812520e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.78354998e+03 -2.45581548e-01  1.00000000e+00 -2.47648871e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.78354996e+03 -3.12897241e-01  1.00000000e+00 -1.99086841e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  1.78354992e+03 -3.96875850e-01  1.00000000e+00 -1.59329361e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  1.78354987e+03 -5.01989535e-01  1.00000000e+00 -1.27155840e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  1.78354979e+03 -6.33835975e-01  1.00000000e+00 -1.01302307e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  1.78354965e+03 -7.99436457e-01  1.00000000e+00 -8.06171936e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  1.78354944e+03 -1.00760977e+00  1.00000000e+00 -6.41118216e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  1.78354911e+03 -1.26944184e+00  1.00000000e+00 -5.09637943e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  1.78354858e+03 -1.59887603e+00  1.00000000e+00 -4.05012856e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
