 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.32130984e+03 -6.84999304e-01  1.00000000e+00 -1.73512365e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.32130972e+03 -8.69151444e-01  1.00000000e+00 -1.38910725e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.32130952e+03 -1.09958901e+00  1.00000000e+00 -1.10884475e-20	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.32130921e+03 -1.38858359e+00  1.00000000e+00 -8.83511966e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.32130872e+03 -1.75152509e+00  1.00000000e+00 -7.03164364e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.32130794e+03 -2.20774123e+00  1.00000000e+00 -5.59227851e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.32130671e+03 -2.78152676e+00  1.00000000e+00 -4.44553544e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.32130476e+03 -3.50343695e+00  1.00000000e+00 -3.53293359e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.32130166e+03 -4.41191440e+00  1.00000000e+00 -2.80717039e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.32129675e+03 -5.55533530e+00  1.00000000e+00 -2.23024621e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.32128897e+03 -6.99458394e+00  1.00000000e+00 -1.77176349e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
