 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  3.57575303e+02 -5.07872893e-03  1.00000000e+00 -8.67361738e-19	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  3.57575303e+02 -7.43691093e-03  1.00000000e+00 -8.67361738e-19	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  3.57575303e+02 -1.01911355e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  3.57575303e+02 -1.34880753e-02  1.00000000e+00  1.73472348e-18	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  3.57575302e+02 -1.75033042e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  3.57575302e+02 -2.24506479e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  3.57575301e+02 -2.85935704e-02  1.00000000e+00  3.46944695e-18	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  3.57575300e+02 -3.62592047e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  3.57575297e+02 -4.58557737e-02  1.00000000e+00  6.93889390e-18	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  3.57575294e+02 -5.78943296e-02  1.00000000e+00  6.93889390e-18	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  3.57575288e+02 -7.30159689e-02  1.00000000e+00  0.00000000e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
