 frequency       ad              ad              vdiff           vdiff	manifest_sha256
 1.00000000e+00  2.44072040e+03 -2.96367328e-01  1.00000000e+00 -7.50707368e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.44072038e+03 -3.81084132e-01  1.00000000e+00 -6.09061670e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.44072034e+03 -4.86095052e-01  1.00000000e+00 -4.90186879e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.44072028e+03 -6.16992296e-01  1.00000000e+00 -3.92572929e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.44072019e+03 -7.80746611e-01  1.00000000e+00 -3.13437470e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.44072004e+03 -9.86078495e-01  1.00000000e+00 -2.49777094e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.44071981e+03 -1.24392258e+00  1.00000000e+00 -1.98808510e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  2.44071943e+03 -1.56800994e+00  1.00000000e+00 -1.58121607e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  2.44071884e+03 -1.97559925e+00  1.00000000e+00 -1.25702094e-21	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  2.44071790e+03 -2.48839585e+00  1.00000000e+00 -9.98999141e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  2.44071642e+03 -3.13370746e+00  1.00000000e+00 -7.93792960e-22	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
