frequency_hz,real,imag,abs,unwrapped_phase_deg,min_singular_value
1.467799267622071024e+00,7.993328675472712144e+06,-4.834938447175617330e+04,7.993474900011453778e+06,-3.465617392815119047e-01,9.907849608465436608e-01
1.496235656094434985e+00,7.993317752548263408e+06,-4.928601643704484013e+04,7.993469697485531680e+06,-3.532757026131223554e-01,9.907849608463320523e-01
1.525222956539020069e+00,7.993306402209024876e+06,-5.024079042608942109e+04,7.993464291320654564e+06,-3.601197301852612220e-01,9.907849608458629831e-01
1.554771842041174912e+00,7.993294607934399508e+06,-5.121405769008531206e+04,7.993458673749319278e+06,-3.670963412911861790e-01,9.907849608452893309e-01
1.584893192461114930e+00,7.993282352189118974e+06,-5.220617626740461128e+04,7.993452836331648752e+06,-3.742081039859117553e-01,9.907849608443280998e-01
1.615598098439875008e+00,7.993269617138834670e+06,-5.321751112389586342e+04,7.993446770684410818e+06,-3.814576360638214925e-01,9.907849608443829448e-01
1.646897865482870094e+00,7.993256383876034059e+06,-5.424843427645692282e+04,7.993440467720793560e+06,-3.888476059851303512e-01,9.907849608437875322e-01
1.678804018122562081e+00,7.993242632936361246e+06,-5.529932493522008735e+04,7.993433918181203306e+06,-3.963807338761986543e-01,9.907849608434214916e-01
1.711328304161781944e+00,7.993228344003029168e+06,-5.637056963890934276e+04,7.993427112352675758e+06,-4.040597925192399575e-01,9.907849608431715804e-01
1.744482698999255899e+00,7.993213496215408668e+06,-5.746256240091397194e+04,7.993420040393087082e+06,-4.118876083895748885e-01,9.907849608415909559e-01
1.778279410038924979e+00,7.993198067528676242e+06,-5.857570484441469307e+04,7.993412691706976853e+06,-4.198670626626281321e-01,9.907849608411264386e-01
1.812730881184700937e+00,7.993182035259532742e+06,-5.971040635511050641e+04,7.993405055508122779e+06,-4.280010922876136825e-01,9.907849608408121345e-01
1.847849797422292939e+00,7.993165375947726890e+06,-6.086708423182107799e+04,7.993397120698585175e+06,-4.362926910802578107e-01,9.907849608396203100e-01
1.883649089489803030e+00,7.993148064902589656e+06,-6.204616383102235704e+04,7.993388875433382578e+06,-4.447449107906030763e-01,9.907849608396583907e-01
1.920141938638803891e+00,7.993130076642705128e+06,-6.324807872711114760e+04,7.993380307579072192e+06,-4.533608622360331131e-01,9.907849608390871810e-01
1.957341781487663024e+00,7.993111384787310846e+06,-6.447327087245093571e+04,7.993371404624803923e+06,-4.621437164618767968e-01,9.907849608381122941e-01
1.995262314968881956e+00,7.993091961766897701e+06,-6.572219075156672625e+04,7.993362153413278982e+06,-4.710967058716740152e-01,9.907849608376823047e-01
2.033917501372294989e+00,7.993071778880162165e+06,-6.699529754733711889e+04,7.993352540218899027e+06,-4.802231254248613967e-01,9.907849608375745021e-01
2.073321573485957803e+00,7.993050806592260487e+06,-6.829305931411814527e+04,7.993342551068087108e+06,-4.895263338693154331e-01,9.907849608352637949e-01
2.113489039836649042e+00,7.993029013811274432e+06,-6.961595313521566277e+04,7.993332171038543805e+06,-4.990097549237140218e-01,9.907849608347096826e-01
2.154434690031886035e+00,7.993006368683797307e+06,-7.096446531092192163e+04,7.993321385078708641e+06,-5.086768785877883170e-01,9.907849608340086878e-01
2.196173600205439058e+00,7.992982837707313709e+06,-7.233909152066898241e+04,7.993310177144740708e+06,-5.185312623708515645e-01,9.907849608328397339e-01
2.238721138568342983e+00,7.992958386298863217e+06,-7.374033701315108920e+04,7.993298530794915743e+06,-5.285765326314134649e-01,9.907849608321088741e-01
2.282092971067454013e+00,7.992932978473449126e+06,-7.516871678488634643e+04,7.993286428894658573e+06,-5.388163858901120484e-01,9.907849608318918255e-01
2.326305067153628947e+00,7.992906576704096049e+06,-7.662475576500294846e+04,7.993273853504310362e+06,-5.492545901776416661e-01,9.907849608306867895e-01
2.371373705661659059e+00,7.992879142215169035e+06,-7.810898901158143417e+04,7.993260786201255396e+06,-5.598949864367468443e-01,9.907849608289867049e-01
2.417315480804107963e+00,7.992850634727552533e+06,-7.962196190172729257e+04,7.993247207854997367e+06,-5.707414899165539346e-01,9.907849608278973541e-01
2.464147308281285031e+00,7.992821012075894512e+06,-8.116423032232852711e+04,7.993233098275424913e+06,-5.817980915836604705e-01,9.907849608264096553e-01
2.511886431509584128e+00,7.992790230803178623e+06,-8.273636088377966371e+04,7.993218436839757487e+06,-5.930688596290909498e-01,9.907849608255510088e-01
2.560550427970480047e+00,7.992758245473379269e+06,-8.433893111105536809e+04,7.993203201838650741e+06,-6.045579409054175901e-01,9.907849608242239592e-01
2.610157215682541221e+00,7.992725009051537141e+06,-8.597252966261406254e+04,7.993187370891193859e+06,-6.162695624875617062e-01,9.907849608229604144e-01
2.660725059798814129e+00,7.992690472719035111e+06,-8.763775653950733249e+04,7.993170920796383172e+06,-6.282080332051211968e-01,9.907849608221457327e-01
2.712272579332033029e+00,7.992654585300499573e+06,-8.933522328950479277e+04,7.993153826997532509e+06,-6.403777451723730030e-01,9.907849608205228087e-01
2.764818754010113011e+00,7.992617294320266694e+06,-9.106555325319565600e+04,7.993136064678040333e+06,-6.527831754920899732e-01,9.907849608192279556e-01
2.818382931264459046e+00,7.992578544865170494e+06,-9.282938176457790541e+04,7.993117607664599083e+06,-6.654288878066860757e-01,9.907849608174505995e-01
2.872984833353669831e+00,7.992538279848524369e+06,-9.462735638538906642e+04,7.993098428733409382e+06,-6.783195339837920779e-01,9.907849608166326982e-01
2.928644564625241919e+00,7.992496439936594106e+06,-9.646013713828282198e+04,7.993078499580487609e+06,-6.914598558211662027e-01,9.907849608141120479e-01
2.985382618917966191e+00,7.992452963593047112e+06,-9.832839674756274326e+04,7.993057790911700577e+06,-7.048546867970181262e-01,9.907849608121214180e-01
3.043219887107727839e+00,7.992407786813338287e+06,-1.002328208734642976e+05,7.993036272224387154e+06,-7.185089538024606037e-01,9.907849608116074958e-01
3.102177664799508072e+00,7.992360843188424595e+06,-1.021741083623193263e+05,7.993013911920284852e+06,-7.324276789613495264e-01,9.907849608089207560e-01
3.162277660168387072e+00,7.992312064252613112e+06,-1.041529715086530632e+05,7.992990677704557776e+06,-7.466159815095283481e-01,9.907849608072403225e-01
3.223542001952469871e+00,7.992261376858066767e+06,-1.061701362430135050e+05,7.992966534012704156e+06,-7.610790794221563571e-01,9.907849608054806190e-01
3.285993247600662137e+00,7.992208707076729275e+06,-1.082263424925763247e+05,7.992941445968586020e+06,-7.758222916758450438e-01,9.907849608031628064e-01
3.349654391578285040e+00,7.992153977421552874e+06,-1.103223443778347573e+05,7.992915376662270166e+06,-7.908510399551980097e-01,9.907849608015145693e-01
3.414548873833609832e+00,7.992097107396153733e+06,-1.124589104951426270e+05,7.992888287759295665e+06,-8.061708506712264022e-01,9.907849607989305252e-01
3.480700588428419007e+00,7.992038013285230845e+06,-1.146368241898914421e+05,7.992860139352901839e+06,-8.217873569860190130e-01,9.907849607961680682e-01
3.548133892335763040e+00,7.991976608012948185e+06,-1.168568838296110916e+05,7.992830889886542223e+06,-8.377063008337327643e-01,9.907849607948490123e-01
3.616873614408167903e+00,7.991912801569625735e+06,-1.191199031052220525e+05,7.992800496647483669e+06,-8.539335350860107754e-01,9.907849607911416445e-01
3.686945064519584037e+00,7.991846499881749041e+06,-1.214267112886163377e+05,7.992768914705749601e+06,-8.704750255703468387e-01,9.907849607895585775e-01
3.758374042884450983e+00,7.991777605365453288e+06,-1.237781535434100515e+05,7.992736097539777867e+06,-8.873368532984907686e-01,9.907849607868736141e-01
3.831186849557297158e+00,7.991706016795914620e+06,-1.261750912238142773e+05,7.992701996980581433e+06,-9.045252166821760031e-01,9.907849607831148431e-01
3.905410294116390180e+00,7.991631630234360695e+06,-1.286184022133040853e+05,7.992666564216862433e+06,-9.220464339157272704e-01,9.907849607809023906e-01
3.981071705534982019e+00,7.991554333322187886e+06,-1.311089810540604522e+05,7.992629744167665020e+06,-9.399069446285652774e-01,9.907849607779721790e-01
4.058198942243808283e+00,7.991474013963775709e+06,-1.336477395390411839e+05,7.992591484252288006e+06,-9.581133132083192727e-01,9.907849607747374332e-01
4.136820402388517337e+00,7.991390553951567039e+06,-1.362356068360526115e+05,7.992551728100126609e+06,-9.766722304936601429e-01,9.907849607714732665e-01
4.216965034285832914e+00,7.991303830337101594e+06,-1.388735298587460129e+05,7.992510417012657970e+06,-9.955905163622217335e-01,9.907849607682298609e-01
4.298662347082287560e+00,7.991213715952557512e+06,-1.415624736199832114e+05,7.992467490579220466e+06,-1.014875122283952269e+00,9.907849607647453150e-01
4.381942421619448247e+00,7.991120078138649464e+06,-1.443034215285105747e+05,7.992422885501960292e+06,-1.034533133695504592e+00,9.907849607607008835e-01
4.466835921509641594e+00,7.991022779937044717e+06,-1.470973757785919006e+05,7.992376536890246905e+06,-1.054571772737474600e+00,9.907849607574858997e-01
4.553374104426261226e+00,7.990921676862376742e+06,-1.499453575877116527e+05,7.992328375136442482e+06,-1.074998400482449101e+00,9.907849607539100933e-01
4.641588833612790843e+00,7.990816620980688371e+06,-1.528484076999764657e+05,7.992278330105730332e+06,-1.095820520118927943e+00,9.907849607494059185e-01
4.731512589614816910e+00,7.990707457879853435e+06,-1.558075866439841921e+05,7.992226328218723647e+06,-1.117045779308945885e+00,9.907849607446712614e-01
4.823178482239319109e+00,7.990594026795946062e+06,-1.588239751075046661e+05,7.992172292695897631e+06,-1.138681972984710855e+00,9.907849607405798675e-01
4.916620262745656333e+00,7.990476161544563249e+06,-1.618986743490623485e+05,7.992116144612008706e+06,-1.160737046295253094e+00,9.907849607360801336e-01
5.011872336272736206e+00,7.990353688577488996e+06,-1.650328065081760869e+05,7.992057801079009660e+06,-1.183219097241023698e+00,9.907849607316626672e-01
5.108969774506941341e+00,7.990226428017636761e+06,-1.682275150379854604e+05,7.991997176413874142e+06,-1.206136379773502743e+00,9.907849607271399517e-01
5.207948328595477960e+00,7.990094192739667371e+06,-1.714839650592370599e+05,7.991934181355888024e+06,-1.229497306619078190e+00,9.907849607221412835e-01
5.308844442309898604e+00,7.989956788404867053e+06,-1.748033437708767306e+05,7.991868723244301043e+06,-1.253310452380119289e+00,9.907849607160809091e-01
5.411695265464651960e+00,7.989814013382976875e+06,-1.781868608550057979e+05,7.991800706088230945e+06,-1.277584556618605927e+00,9.907849607102511280e-01
5.516538667595595413e+00,7.989665659289492294e+06,-1.816357489174400398e+05,7.991730031258225441e+06,-1.302328527101672684e+00,9.907849607049248331e-01
5.623413251903506271e+00,7.989511505311194807e+06,-1.851512636625410814e+05,7.991656591967386194e+06,-1.327551442169867979e+00,9.907849606981931068e-01
5.732358369467729808e+00,7.989351326389038935e+06,-1.887346846808484988e+05,7.991580281626149081e+06,-1.353262555266207645e+00,9.907849606922920493e-01
5.843414133735192806e+00,7.989184887439985760e+06,-1.923873156350024801e+05,7.991500988232228905e+06,-1.379471297411724029e+00,9.907849606862483283e-01
5.956621435290122335e+00,7.989011943917214870e+06,-1.961104847236541100e+05,7.991418595110035501e+06,-1.406187280677338780e+00,9.907849606794010278e-01
6.072021956909903651e+00,7.988832242138505913e+06,-1.999055451491143613e+05,7.991332981425132602e+06,-1.433420301721299861e+00,9.907849606728235115e-01
6.189658188912624759e+00,7.988645517789632082e+06,-2.037738755028925370e+05,7.991244020879216492e+06,-1.461180345073146203e+00,9.907849606648690965e-01
6.309573444801952036e+00,7.988451497395406477e+06,-2.077168803023657529e+05,7.991151583382802084e+06,-1.489477586987670854e+00,9.907849606574321566e-01
6.431811877215107387e+00,7.988249896710468456e+06,-2.117359903831011034e+05,7.991055533652505837e+06,-1.518322398827269604e+00,9.907849606496742512e-01
6.556418494179808931e+00,7.988040418439405039e+06,-2.158326632612269314e+05,7.990955729144793935e+06,-1.547725350403337696e+00,9.907849606413740018e-01
6.683439175686166855e+00,7.987822755897111259e+06,-2.200083838025384175e+05,7.990852023944076151e+06,-1.577697214404911952e+00,9.907849606333209991e-01
6.812920690579633565e+00,7.987596591309032403e+06,-2.242646646357363788e+05,7.990744267294245772e+06,-1.608248970000780265e+00,9.907849606240469731e-01
6.944910713781234257e+00,7.987361589776257053e+06,-2.286030463266451261e+05,7.990632297798649408e+06,-1.639391805666386093e+00,9.907849606157074218e-01
7.079457843841401754e+00,7.987117408641065471e+06,-2.330250983776008070e+05,7.990515953046526760e+06,-1.671137124859485290e+00,9.907849606058133363e-01
7.216611620833906393e+00,7.986863689642348327e+06,-2.375324193321462371e+05,7.990395062020473182e+06,-1.703496548741999739e+00,9.907849605961583928e-01
7.356422544596438406e+00,7.986600060479106382e+06,-2.421266373681369587e+05,7.990269446931566112e+06,-1.736481920559977965e+00,9.907849605860407083e-01
7.498942093324583169e+00,7.986326136158037931e+06,-2.468094109095702006e+05,7.990138924849461764e+06,-1.770105310182782166e+00,9.907849605751790634e-01
7.644222742526028291e+00,7.986041513282711618e+06,-2.515824288188906503e+05,7.990003302274988964e+06,-1.804379017209527536e+00,9.907849605634171386e-01
7.792317984341967652e+00,7.985745777256727219e+06,-2.564474113734941056e+05,7.989862382655523717e+06,-1.839315576887338155e+00,9.907849605533445292e-01
7.943282347242842434e+00,7.985438491956464946e+06,-2.614061101791203837e+05,7.989715956356577575e+06,-1.874927762351277449e+00,9.907849605409763116e-01
8.097171416105647168e+00,7.985119208608645014e+06,-2.664603092737350962e+05,7.989563809877796099e+06,-1.911228591097503315e+00,9.907849605289635875e-01
8.254041852680211733e+00,7.984787460674776696e+06,-2.716118253725632676e+05,7.989405721067829058e+06,-1.948231328491277781e+00,9.907849605156415773e-01
8.413951416451979526e+00,7.984442760777261108e+06,-2.768625082318185014e+05,7.989241456395771354e+06,-1.985949491777689646e+00,9.907849605022152062e-01
8.576958985908969879e+00,7.984084605618320405e+06,-2.822142415407626540e+05,7.989070776241744868e+06,-2.024396855964417874e+00,9.907849604883849359e-01
8.743124580220765552e+00,7.983712472332179546e+06,-2.876689432711144327e+05,7.988893431620872580e+06,-2.063587457908723000e+00,9.907849604731036042e-01
8.912509381337486047e+00,7.983325813788813539e+06,-2.932285659205115517e+05,7.988709159869235940e+06,-2.103535600050157939e+00,9.907849604581631109e-01
9.085175756516900236e+00,7.982924065164024942e+06,-2.988950975708304904e+05,7.988517691632584669e+06,-2.144255857128944065e+00,9.907849604428667911e-01
9.261187281287968531e+00,7.982506640791133977e+06,-3.046705622557720053e+05,7.988318748133415356e+06,-2.185763080439516948e+00,9.907849604267452426e-01
9.440608762859268310e+00,7.982072929529599845e+06,-3.105570202424268355e+05,7.988112036967878230e+06,-2.228072402004288133e+00,9.907849604089590256e-01
9.623506263980921460e+00,7.981622299658883363e+06,-3.165565689889804344e+05,7.987897257462819107e+06,-2.271199241064038254e+00,9.907849603931000448e-01
9.809947127268809908e+00,7.981154089788310230e+06,-3.226713430650031078e+05,7.987674092035804875e+06,-2.315159307058980431e+00,9.907849603749334655e-01
1.000000000000004086e+01,7.980667618276974186e+06,-3.289035154867750825e+05,7.987442216123647057e+06,-2.359968607618929237e+00,9.907849603559242269e-01
1.019373485938877089e+01,7.980162174125186168e+06,-3.352552976379590691e+05,7.987201289558986202e+06,-2.405643451713463499e+00,9.907849603366104541e-01
1.039122303835173078e+01,7.979637020759452134e+06,-3.417289401847640402e+05,7.986950960888301954e+06,-2.452200456319998167e+00,9.907849603159279983e-01
1.059253725177292971e+01,7.979091391905473545e+06,-3.483267333708824590e+05,7.986690863778368570e+06,-2.499656551031493645e+00,9.907849602940266287e-01
1.079775162327714000e+01,7.978524491056814790e+06,-3.550510075923386612e+05,7.986420617046521977e+06,-2.548028983712349316e+00,9.907849602728565630e-01
1.100694171252214026e+01,7.977935494230925106e+06,-3.619041342755977530e+05,7.986139828009236604e+06,-2.597335327325146270e+00,9.907849602493420393e-01
1.122018454301968049e+01,7.977323541278413497e+06,-3.688885257489924552e+05,7.985848084371755831e+06,-2.647593483280115567e+00,9.907849602263956168e-01
1.143755863049542931e+01,7.976687741768724285e+06,-3.760066363952493994e+05,7.985544960758577101e+06,-2.698821689420534575e+00,9.907849602010818657e-01
1.165914401179835913e+01,7.976027169695951976e+06,-3.832609628071217448e+05,7.985230014053436927e+06,-2.751038524542940955e+00,9.907849601756235636e-01
1.188502227437023073e+01,7.975340865479217842e+06,-3.906540446173208184e+05,7.984902786080659367e+06,-2.804262915451714910e+00,9.907849601492728642e-01
1.211527658628592974e+01,7.974627830646407790e+06,-3.981884646289952216e+05,7.984562798969260417e+06,-2.858514141598791358e+00,9.907849601209248736e-01
1.234999172687589919e+01,7.973887028682262637e+06,-4.058668495183322811e+05,7.984209556726650335e+06,-2.913811841854651252e+00,9.907849600912839172e-01
1.258925411794172078e+01,7.973117382164011709e+06,-4.136918701880246517e+05,7.983842543113281950e+06,-2.970176020191552801e+00,9.907849600623221953e-01
1.283315185557657045e+01,7.972317776036232710e+06,-4.216662427261464763e+05,7.983461225706435740e+06,-3.027627053571664728e+00,9.907849600313586302e-01
1.308177474260200057e+01,7.971487048062791117e+06,-4.297927280514377635e+05,7.983065047118101269e+06,-3.086185695307852139e+00,9.907849599984992484e-01
1.333521432163330012e+01,7.970623993770262226e+06,-4.380741330424050102e+05,7.982653430790232494e+06,-3.145873083850175167e+00,9.907849599651763484e-01
1.359356390878532039e+01,7.969727362954351120e+06,-4.465133107657458750e+05,7.982225778347433545e+06,-3.206710748370983577e+00,9.907849599305146304e-01
1.385691862803133922e+01,7.968795857643535361e+06,-4.551131608904626337e+05,7.981781468445029110e+06,-3.268720615330459989e+00,9.907849598941699254e-01
1.412537544622760954e+01,7.967828129560093395e+06,-4.638766299774653744e+05,7.981319855139771476e+06,-3.331925014548521524e+00,9.907849598557605386e-01
1.439903320881638926e+01,7.966822778102490120e+06,-4.728067118440233171e+05,7.980840266817613505e+06,-3.396346685812742905e+00,9.907849598177899120e-01
1.467799267622076087e+01,7.965778349699697457e+06,-4.819064480367411743e+05,7.980342006531036459e+06,-3.462008785874668426e+00,9.907849597767124372e-01
1.496235656094440003e+01,7.964693337811690755e+06,-4.911789284204659052e+05,7.979824353023455478e+06,-3.528934896136108890e+00,9.907849597340582237e-01
1.525222956539026065e+01,7.963566172982020304e+06,-5.006272905172129394e+05,7.979286551783568226e+06,-3.597149025974817338e+00,9.907849596898969935e-01
1.554771842041180996e+01,7.962395233304388821e+06,-5.102547212920003803e+05,7.978727826661918312e+06,-3.666675624869315975e+00,9.907849596443770723e-01
1.584893192461120925e+01,7.961178831361819990e+06,-5.200644560816514422e+05,7.978147367866994813e+06,-3.737539584648711610e+00,9.907849595969981937e-01
1.615598098439881980e+01,7.959915213270822540e+06,-5.300597789255955722e+05,7.977544332167319953e+06,-3.809766246844242588e+00,9.907849595480097138e-01
1.646897865482876000e+01,7.958602563202821650e+06,-5.402440236017323332e+05,7.976917848646551371e+06,-3.883381412637961994e+00,9.907849594958706430e-01
1.678804018122568920e+01,7.957238995690144598e+06,-5.506205730739173014e+05,7.976267012207161635e+06,-3.958411347391713075e+00,9.907849594441135999e-01
1.711328304161789049e+01,7.955822551643525250e+06,-5.611928593759185169e+05,7.975590880847275257e+06,-4.034882787023336803e+00,9.907849593879745065e-01
1.744482698999263093e+01,7.954351202121084556e+06,-5.719643644809534308e+05,7.974888480782740749e+06,-4.112822947861034528e+00,9.907849593301950586e-01
1.778279410038932085e+01,7.952822836993173696e+06,-5.829386190935106715e+05,7.974158796401713043e+06,-4.192259529506340066e+00,9.907849592706181596e-01
1.812730881184707954e+01,7.951235270128869452e+06,-5.941192036633290118e+05,7.973400776902091689e+06,-4.273220725649404805e+00,9.907849592081260370e-01
1.847849797422300000e+01,7.949586231203778647e+06,-6.055097474953402998e+05,7.972613329495953396e+06,-4.355735228437946027e+00,9.907849591444721771e-01
1.883649089489809825e+01,7.947873366318030283e+06,-6.171139290322773159e+05,7.971795321534112096e+06,-4.439832237074548438e+00,9.907849590773255555e-01
1.920141938638811041e+01,7.946094232357320376e+06,-6.289354752418802818e+05,7.970945576374236494e+06,-4.525541463741991066e+00,9.907849590062961509e-01
1.957341781487669863e+01,7.944246297386247665e+06,-6.409781617479765555e+05,7.970062875371367671e+06,-4.612893141981138534e+00,9.907849589356926279e-01
1.995262314968890038e+01,7.942326932599090971e+06,-6.532458117236765102e+05,7.969145951406802051e+06,-4.701918031407790188e+00,9.907849588597894552e-01
2.033917501372301828e+01,7.940333409439255483e+06,-6.657422953802236589e+05,7.968193487668040209e+06,-4.792647424407652679e+00,9.907849587818482462e-01
2.073321573485965885e+01,7.938262902674773708e+06,-6.784715304282308789e+05,7.967204122500197031e+06,-4.885113156647060251e+00,9.907849587007104830e-01
2.113489039836657923e+01,7.936112479374009185e+06,-6.914374801712617045e+05,7.966176440065927804e+06,-4.979347609511445505e+00,9.907849586167865041e-01
2.154434690031894917e+01,7.933879097940209322e+06,-7.046441531472165370e+05,7.965108971212956123e+06,-5.075383718338704497e+00,9.907849585290533501e-01
2.196173600205447940e+01,7.931559607130940072e+06,-7.180956026647107210e+05,7.964000194377037697e+06,-5.173254980330248998e+00,9.907849584368080276e-01
2.238721138568352131e+01,7.929150738536291756e+06,-7.317959252044239547e+05,7.962848529927994125e+06,-5.272995459088094528e+00,9.907849583423450346e-01
2.282092971067462983e+01,7.926649099601130933e+06,-7.457492586830302607e+05,7.961652335101910867e+06,-5.374639788748814873e+00,9.907849582445796832e-01
2.326305067153639072e+01,7.924051179787660949e+06,-7.599597830046196468e+05,7.960409912289607339e+06,-5.478223186429107550e+00,9.907849581420696827e-01
2.371373705661667941e+01,7.921353335791818798e+06,-7.744317167733730748e+05,7.959119496175738983e+06,-5.583781451785308825e+00,9.907849580355774233e-01
2.417315480804116845e+01,7.918551794425715692e+06,-7.891693169975002529e+05,7.957779258806631900e+06,-5.691350977018667656e+00,9.907849579252488992e-01
2.464147308281295068e+01,7.915642644840646535e+06,-8.041768768069052603e+05,7.956387303921970539e+06,-5.800968750658470618e+00,9.907849578115489608e-01
2.511886431509594075e+01,7.912621831753878854e+06,-8.194587230834920192e+05,7.954941662337048911e+06,-5.912672361121344089e+00,9.907849576918323908e-01
2.560550427970490972e+01,7.909485155330362730e+06,-8.350192152864184463e+05,7.953440294129887596e+06,-6.026500004912373143e+00,9.907849575667562192e-01
2.610157215682551879e+01,7.906228269392453134e+06,-8.508627438526407350e+05,7.951881089189955965e+06,-6.142490493651325600e+00,9.907849574386725644e-01
2.660725059798825143e+01,7.902846663694129325e+06,-8.669937251489650225e+05,7.950261851619046181e+06,-6.260683249659839689e+00,9.907849573056891623e-01
2.712272579332044131e+01,7.899335671658290550e+06,-8.834166014119077008e+05,7.948580310041743331e+06,-6.381118319102800918e+00,9.907849571662886712e-01
2.764818754010124024e+01,7.895690457991696894e+06,-9.001358363517036196e+05,7.946834107511349954e+06,-6.503836370472027006e+00,9.907849570213324020e-01
2.818382931264470059e+01,7.891906019825418480e+06,-9.171559134920391953e+05,7.945020805221979506e+06,-6.628878703256765981e+00,9.907849568712486787e-01
2.872984833353682177e+01,7.887977173328915611e+06,-9.344813310222417349e+05,7.943137871457799338e+06,-6.756287244591499430e+00,9.907849567156833404e-01
2.928644564625254176e+01,7.883898554313641042e+06,-9.521165995603426127e+05,7.941182684831464663e+06,-6.886104556729787163e+00,9.907849565538240366e-01
2.985382618917978093e+01,7.879664614846681245e+06,-9.700662388132273918e+05,7.939152533498278819e+06,-7.018373840909803540e+00,9.907849563856798714e-01
3.043219887107740007e+01,7.875269604434886016e+06,-9.883347703650726471e+05,7.937044598643036559e+06,-7.153138928556121101e+00,9.907849562098193230e-01
3.102177664799519974e+01,7.870707581786892377e+06,-1.006926717356730253e+06,7.934855969211065210e+06,-7.290444296675930858e+00,9.907849560293646718e-01
3.162277660168399152e+01,7.865972397026170976e+06,-1.025846596898103831e+06,7.932583626482929103e+06,-7.430335058553982464e+00,9.907849558402279655e-01
3.223542001952483105e+01,7.861057689433126710e+06,-1.045098915844458388e+06,7.930224444522042759e+06,-7.572856966656070554e+00,9.907849556437567928e-01
3.285993247600674749e+01,7.855956881512076594e+06,-1.064688165401961422e+06,7.927775186880866066e+06,-7.718056412047247683e+00,9.907849554394657643e-01
3.349654391578297918e+01,7.850663171957452781e+06,-1.084618815116917714e+06,7.925232502181541175e+06,-7.865980422277346840e+00,9.907849552281550176e-01
3.414548873833623333e+01,7.845169534912728705e+06,-1.104895308093691710e+06,7.922592926142946817e+06,-8.016676663710903483e+00,9.907849550075206180e-01
3.480700588428432951e+01,7.839468700265549123e+06,-1.125522050852387212e+06,7.919852864125582390e+06,-8.170193426306024520e+00,9.907849547791235389e-01
3.548133892335778228e+01,7.833553164276561700e+06,-1.146503410911758197e+06,7.917008604819097556e+06,-8.326579635569762772e+00,9.907849545410736258e-01
3.616873614408182647e+01,7.827415172255404294e+06,-1.167843706340189790e+06,7.914056305163143203e+06,-8.485884836997813707e+00,9.907849542938875764e-01
