 time            d7              h7              c7              p7             
 0.00000000e+00 -3.67942341e-01  3.76242015e-09  9.89419300e-01  1.36034008e-03 
 5.00000000e-11 -3.67942341e-01  3.76242038e-09  9.89419300e-01  1.36034008e-03 
 1.00000000e-10 -3.67942341e-01  3.76242060e-09  9.89419300e-01  1.36034008e-03 
 2.00000000e-10 -3.67942341e-01  3.76242093e-09  9.89419300e-01  1.36034008e-03 
 4.00000000e-10 -3.67942341e-01  3.76242104e-09  9.89419300e-01  1.36034008e-03 
 8.00000000e-10 -3.67942341e-01  3.76242093e-09  9.89419300e-01  1.36034008e-03 
 1.60000000e-09 -3.67942341e-01  3.76242082e-09  9.89419300e-01  1.36034008e-03 
 3.20000000e-09 -3.67942341e-01  3.76241982e-09  9.89419300e-01  1.36034008e-03 
 6.40000000e-09 -3.67942341e-01  3.76241915e-09  9.89419300e-01  1.36034008e-03 
 1.14000000e-08 -3.67942341e-01  3.76241860e-09  9.89419300e-01  1.36034008e-03 
 1.64000000e-08 -3.67942341e-01  3.76241760e-09  9.89419300e-01  1.36034008e-03 
 2.14000000e-08 -3.67942341e-01  3.76241682e-09  9.89419300e-01  1.36034008e-03 
 2.64000000e-08 -3.67942341e-01  3.76241571e-09  9.89419300e-01  1.36034008e-03 
 3.14000000e-08 -3.67942341e-01  3.76241416e-09  9.89419300e-01  1.36034008e-03 
 3.64000000e-08 -3.67942341e-01  3.76241294e-09  9.89419300e-01  1.36034008e-03 
 4.14000000e-08 -3.67942341e-01  3.76241183e-09  9.89419300e-01  1.36034008e-03 
 4.64000000e-08 -3.67942341e-01  3.76241049e-09  9.89419300e-01  1.36034008e-03 
 5.14000000e-08 -3.67942341e-01  3.76240916e-09  9.89419300e-01  1.36034008e-03 
 5.64000000e-08 -3.67942341e-01  3.76240761e-09  9.89419300e-01  1.36034008e-03 
 6.14000000e-08 -3.67942341e-01  3.76240616e-09  9.89419300e-01  1.36034008e-03 
 6.64000000e-08 -3.67942341e-01  3.76240483e-09  9.89419300e-01  1.36034008e-03 
 7.14000000e-08 -3.67942341e-01  3.76240328e-09  9.89419300e-01  1.36034008e-03 
 7.64000000e-08 -3.67942341e-01  3.76240206e-09  9.89419300e-01  1.36034008e-03 
 8.14000000e-08 -3.67942341e-01  3.76240128e-09  9.89419300e-01  1.36034008e-03 
 8.64000000e-08 -3.67942341e-01  3.76240006e-09  9.89419300e-01  1.36034008e-03 
 9.14000000e-08 -3.67942341e-01  3.76239861e-09  9.89419300e-01  1.36034008e-03 
 9.64000000e-08 -3.67942341e-01  3.76239728e-09  9.89419300e-01  1.36034008e-03 
 1.01400000e-07 -3.67942341e-01  3.76239606e-09  9.89419300e-01  1.36034008e-03 
 1.06400000e-07 -3.67942341e-01  3.76239528e-09  9.89419300e-01  1.36034008e-03 
 1.11400000e-07 -3.67942341e-01  3.76239440e-09  9.89419300e-01  1.36034008e-03 
 1.16400000e-07 -3.67942341e-01  3.76239306e-09  9.89419300e-01  1.36034008e-03 
 1.21400000e-07 -3.67942341e-01  3.76239184e-09  9.89419300e-01  1.36034008e-03 
 1.26400000e-07 -3.67942341e-01  3.76239095e-09  9.89419300e-01  1.36034008e-03 
 1.31400000e-07 -3.67942341e-01  3.76238996e-09  9.89419300e-01  1.36034008e-03 
 1.36400000e-07 -3.67942341e-01  3.76238884e-09  9.89419300e-01  1.36034008e-03 
 1.41400000e-07 -3.67942341e-01  3.76238762e-09  9.89419300e-01  1.36034008e-03 
 1.46400000e-07 -3.67942341e-01  3.76238651e-09  9.89419300e-01  1.36034008e-03 
 1.51400000e-07 -3.67942341e-01  3.76238563e-09  9.89419300e-01  1.36034008e-03 
 1.56400000e-07 -3.67942341e-01  3.76238429e-09  9.89419300e-01  1.36034008e-03 
 1.61400000e-07 -3.67942341e-01  3.76238274e-09  9.89419300e-01  1.36034008e-03 
 1.66400000e-07 -3.67942341e-01  3.76238163e-09  9.89419300e-01  1.36034008e-03 
 1.71400000e-07 -3.67942341e-01  3.76238074e-09  9.89419300e-01  1.36034008e-03 
 1.76400000e-07 -3.67942341e-01  3.76237996e-09  9.89419300e-01  1.36034008e-03 
 1.81400000e-07 -3.67942341e-01  3.76237919e-09  9.89419300e-01  1.36034008e-03 
 1.86400000e-07 -3.67942341e-01  3.76237830e-09  9.89419300e-01  1.36034008e-03 
 1.91400000e-07 -3.67942341e-01  3.76237719e-09  9.89419300e-01  1.36034008e-03 
 1.96400000e-07 -3.67942341e-01  3.76237586e-09  9.89419300e-01  1.36034008e-03 
 2.01400000e-07 -3.67942341e-01  3.76237430e-09  9.89419300e-01  1.36034008e-03 
