 time                   v(out)                
 1.672799999999996e-07  1.718068324769203e+00 
 1.682799999999996e-07  1.718068324769203e+00 
 1.692799999999996e-07  1.718068324769203e+00 
 1.702799999999996e-07  1.718068324769203e+00 
 1.712799999999996e-07  1.718068324769203e+00 
 1.722799999999996e-07  1.718068324769203e+00 
 1.732799999999996e-07  1.718068324769203e+00 
 1.742799999999996e-07  1.718068324769203e+00 
 1.752799999999996e-07  1.718068324769203e+00 
 1.762799999999996e-07  1.718068324769203e+00 
 1.772799999999996e-07  1.718068324769203e+00 
 1.782799999999996e-07  1.718068324769203e+00 
 1.792799999999996e-07  1.718068324769203e+00 
 1.802799999999995e-07  1.718068324769203e+00 
 1.812799999999995e-07  1.718068324769203e+00 
 1.822799999999995e-07  1.718068324769203e+00 
 1.832799999999995e-07  1.718068324769203e+00 
 1.842799999999995e-07  1.718068324769203e+00 
 1.852799999999995e-07  1.718068324769203e+00 
 1.862799999999995e-07  1.718068324769203e+00 
 1.872799999999995e-07  1.718068324769203e+00 
 1.882799999999995e-07  1.718068324769203e+00 
 1.892799999999995e-07  1.718068324769203e+00 
 1.902799999999995e-07  1.718068324769203e+00 
 1.912799999999995e-07  1.718068324769203e+00 
 1.922799999999995e-07  1.718068324769203e+00 
 1.932799999999995e-07  1.718068324769203e+00 
 1.942799999999995e-07  1.718068324769203e+00 
 1.952799999999995e-07  1.718068324769203e+00 
 1.962799999999995e-07  1.718068324769203e+00 
 1.972799999999995e-07  1.718068324769203e+00 
 1.982799999999995e-07  1.718068324769203e+00 
 1.992799999999995e-07  1.718068324769203e+00 
 2.002799999999995e-07  1.718068324769203e+00 
 2.012799999999995e-07  1.718068324769203e+00 
 2.022799999999995e-07  1.718068324769203e+00 
 2.032799999999994e-07  1.718068324769203e+00 
 2.042799999999994e-07  1.718068324769203e+00 
 2.052799999999994e-07  1.718068324769203e+00 
 2.062799999999994e-07  1.718068324769203e+00 
 2.072799999999994e-07  1.718068324769203e+00 
 2.082799999999994e-07  1.718068324769203e+00 
 2.092799999999994e-07  1.718068324769203e+00 
 2.102799999999994e-07  1.718068324769203e+00 
 2.112799999999994e-07  1.718068324769203e+00 
 2.122799999999994e-07  1.718068324769203e+00 
 2.132799999999994e-07  1.718068324769203e+00 
 2.142799999999994e-07  1.718068324769203e+00 
 2.152799999999994e-07  1.718068324769203e+00 
 2.162799999999994e-07  1.718068324769203e+00 
 2.172799999999994e-07  1.718068324769203e+00 
 2.182799999999994e-07  1.718068324769203e+00 
 2.192799999999994e-07  1.718068324769203e+00 
 2.202799999999994e-07  1.718068324769203e+00 
 2.212799999999994e-07  1.718068324769203e+00 
 2.222799999999994e-07  1.718068324769203e+00 
 2.232799999999994e-07  1.718068324769203e+00 
 2.242799999999994e-07  1.718068324769203e+00 
 2.252799999999994e-07  1.718068324769203e+00 
 2.262799999999994e-07  1.718068324769203e+00 
 2.272799999999993e-07  1.718068324769203e+00 
 2.282799999999993e-07  1.718068324769203e+00 
 2.292799999999993e-07  1.718068324769203e+00 
 2.302799999999993e-07  1.718068324769203e+00 
 2.312799999999993e-07  1.718068324769203e+00 
 2.322799999999993e-07  1.718068324769203e+00 
 2.332799999999993e-07  1.718068324769203e+00 
 2.342799999999993e-07  1.718068324769203e+00 
 2.352799999999993e-07  1.718068324769203e+00 
 2.362799999999993e-07  1.718068324769203e+00 
 2.372799999999993e-07  1.718068324769203e+00 
 2.382799999999993e-07  1.718068324769203e+00 
 2.392799999999993e-07  1.718068324769203e+00 
 2.402799999999993e-07  1.718068324769203e+00 
 2.412799999999994e-07  1.718068324769203e+00 
 2.422799999999994e-07  1.718068324769203e+00 
 2.432799999999994e-07  1.718068324769203e+00 
 2.442799999999994e-07  1.718068324769203e+00 
 2.452799999999995e-07  1.718068324769203e+00 
 2.462799999999995e-07  1.718068324769203e+00 
 2.472799999999995e-07  1.718068324769203e+00 
 2.482799999999995e-07  1.718068324769203e+00 
 2.492799999999995e-07  1.718068324769203e+00 
 2.502799999999996e-07  1.718068324769203e+00 
 2.512799999999996e-07  1.718068324769203e+00 
 2.522799999999996e-07  1.718068324769203e+00 
 2.532799999999996e-07  1.718068324769203e+00 
 2.542799999999997e-07  1.718068324769203e+00 
 2.552799999999997e-07  1.718068324769203e+00 
 2.562799999999997e-07  1.718068324769203e+00 
 2.572799999999997e-07  1.718068324769203e+00 
 2.582799999999997e-07  1.718068324769203e+00 
 2.592799999999998e-07  1.718068324769203e+00 
 2.602799999999998e-07  1.718068324769203e+00 
 2.612799999999998e-07  1.718068324769203e+00 
 2.622799999999998e-07  1.718068324769203e+00 
 2.632799999999999e-07  1.718068324769203e+00 
 2.642799999999999e-07  1.718068324769203e+00 
 2.652799999999999e-07  1.718068324769203e+00 
 2.662799999999999e-07  1.718068324769203e+00 
 2.672799999999999e-07  1.718068324769203e+00 
 2.682800000000000e-07  1.718068324769203e+00 
 2.692800000000000e-07  1.718068324769203e+00 
 2.702800000000000e-07  1.718068324769203e+00 
 2.712800000000000e-07  1.718068324769203e+00 
 2.722800000000001e-07  1.718068324769203e+00 
 2.732800000000001e-07  1.718068324769203e+00 
 2.742800000000001e-07  1.718068324769203e+00 
 2.752800000000001e-07  1.718068324769203e+00 
 2.762800000000001e-07  1.718068324769203e+00 
 2.772800000000002e-07  1.718068324769203e+00 
 2.782800000000002e-07  1.718068324769203e+00 
 2.792800000000002e-07  1.718068324769203e+00 
 2.802800000000002e-07  1.718068324769203e+00 
 2.812800000000003e-07  1.718068324769203e+00 
 2.822800000000003e-07  1.718068324769203e+00 
 2.832800000000003e-07  1.718068324769203e+00 
 2.842800000000003e-07  1.718068324769203e+00 
 2.852800000000003e-07  1.718068324769203e+00 
 2.862800000000004e-07  1.718068324769203e+00 
 2.872800000000004e-07  1.718068324769203e+00 
 2.882800000000004e-07  1.718068324769203e+00 
 2.892800000000004e-07  1.718068324769203e+00 
 2.902800000000005e-07  1.718068324769203e+00 
 2.912800000000005e-07  1.718068324769203e+00 
 2.922800000000005e-07  1.718068324769203e+00 
 2.932800000000005e-07  1.718068324769203e+00 
 2.942800000000005e-07  1.718068324769203e+00 
 2.952800000000006e-07  1.718068324769203e+00 
 2.962800000000006e-07  1.718068324769203e+00 
 2.972800000000006e-07  1.718068324769203e+00 
 2.982800000000006e-07  1.718068324769203e+00 
 2.992800000000007e-07  1.718068324769203e+00 
 3.002800000000007e-07  1.718068324769203e+00 
 3.012800000000007e-07  1.718068324769203e+00 
 3.022800000000007e-07  1.718068324769203e+00 
 3.032800000000007e-07  1.718068324769203e+00 
 3.042800000000008e-07  1.718068324769203e+00 
 3.052800000000008e-07  1.718068324769203e+00 
 3.062800000000008e-07  1.718068324769203e+00 
 3.072800000000008e-07  1.718068324769203e+00 
 3.082800000000009e-07  1.718068324769203e+00 
 3.092800000000009e-07  1.718068324769203e+00 
 3.102800000000009e-07  1.718068324769203e+00 
 3.112800000000009e-07  1.718068324769203e+00 
 3.122800000000009e-07  1.718068324769203e+00 
 3.132800000000010e-07  1.718068324769203e+00 
 3.142800000000010e-07  1.718068324769203e+00 
 3.152800000000010e-07  1.718068324769203e+00 
 3.162800000000010e-07  1.718068324769203e+00 
 3.172800000000011e-07  1.718068324769203e+00 
 3.182800000000011e-07  1.718068324769203e+00 
 3.192800000000011e-07  1.718068324769203e+00 
 3.202800000000011e-07  1.718068324769203e+00 
 3.212800000000011e-07  1.718068324769203e+00 
 3.222800000000012e-07  1.718068324769203e+00 
 3.232800000000012e-07  1.718068324769203e+00 
 3.242800000000012e-07  1.718068324769203e+00 
 3.252800000000012e-07  1.718068324769203e+00 
 3.262800000000013e-07  1.718068324769203e+00 
 3.272800000000013e-07  1.718068324769203e+00 
 3.282800000000013e-07  1.718068324769203e+00 
 3.292800000000013e-07  1.718068324769203e+00 
 3.302800000000013e-07  1.718068324769203e+00 
 3.312800000000014e-07  1.718068324769203e+00 
 3.322800000000014e-07  1.718068324769203e+00 
 3.332800000000014e-07  1.718068324769203e+00 
 3.342800000000014e-07  1.718068324769203e+00 
 3.352800000000015e-07  1.718068324769203e+00 
 3.362800000000015e-07  1.718068324769203e+00 
 3.372800000000015e-07  1.718068324769203e+00 
 3.382800000000015e-07  1.718068324769203e+00 
 3.392800000000015e-07  1.718068324769203e+00 
 3.402800000000016e-07  1.718068324769203e+00 
 3.412800000000016e-07  1.718068324769203e+00 
 3.422800000000016e-07  1.718068324769203e+00 
 3.432800000000016e-07  1.718068324769203e+00 
 3.442800000000017e-07  1.718068324769203e+00 
 3.452800000000017e-07  1.718068324769203e+00 
 3.462800000000017e-07  1.718068324769203e+00 
 3.472800000000017e-07  1.718068324769203e+00 
 3.482800000000017e-07  1.718068324769203e+00 
 3.492800000000018e-07  1.718068324769203e+00 
 3.502800000000018e-07  1.718068324769203e+00 
 3.512800000000018e-07  1.718068324769203e+00 
 3.522800000000018e-07  1.718068324769203e+00 
 3.532800000000019e-07  1.718068324769203e+00 
 3.542800000000019e-07  1.718068324769203e+00 
 3.552800000000019e-07  1.718068324769203e+00 
 3.562800000000019e-07  1.718068324769203e+00 
 3.572800000000019e-07  1.718068324769203e+00 
 3.582800000000020e-07  1.718068324769203e+00 
 3.592800000000020e-07  1.718068324769203e+00 
 3.602800000000020e-07  1.718068324769203e+00 
 3.612800000000020e-07  1.718068324769203e+00 
 3.622800000000021e-07  1.718068324769203e+00 
 3.632800000000021e-07  1.718068324769203e+00 
 3.642800000000021e-07  1.718068324769203e+00 
 3.652800000000021e-07  1.718068324769203e+00 
 3.662800000000021e-07  1.718068324769203e+00 
 3.672800000000022e-07  1.718068324769203e+00 
 3.682800000000022e-07  1.718068324769203e+00 
 3.692800000000022e-07  1.718068324769203e+00 
 3.702800000000022e-07  1.718068324769203e+00 
 3.712800000000022e-07  1.718068324769203e+00 
 3.722800000000023e-07  1.718068324769203e+00 
 3.732800000000023e-07  1.718068324769203e+00 
 3.742800000000023e-07  1.718068324769203e+00 
 3.752800000000023e-07  1.718068324769203e+00 
 3.762800000000024e-07  1.718068324769203e+00 
 3.772800000000024e-07  1.718068324769203e+00 
 3.782800000000024e-07  1.718068324769203e+00 
 3.792800000000024e-07  1.718068324769203e+00 
 3.802800000000024e-07  1.718068324769203e+00 
 3.812800000000025e-07  1.718068324769203e+00 
 3.822800000000025e-07  1.718068324769203e+00 
 3.832800000000025e-07  1.718068324769203e+00 
 3.842800000000025e-07  1.718068324769203e+00 
 3.852800000000026e-07  1.718068324769203e+00 
 3.862800000000026e-07  1.718068324769203e+00 
 3.872800000000026e-07  1.718068324769203e+00 
 3.882800000000026e-07  1.718068324769203e+00 
 3.892800000000026e-07  1.718068324769203e+00 
 3.902800000000027e-07  1.718068324769203e+00 
 3.912800000000027e-07  1.718068324769203e+00 
 3.922800000000027e-07  1.718068324769203e+00 
 3.932800000000027e-07  1.718068324769203e+00 
 3.942800000000028e-07  1.718068324769203e+00 
 3.952800000000028e-07  1.718068324769203e+00 
 3.962800000000028e-07  1.718068324769203e+00 
 3.972800000000028e-07  1.718068324769203e+00 
 3.982800000000028e-07  1.718068324769203e+00 
 3.992800000000029e-07  1.718068324769203e+00 
 4.002800000000029e-07  1.718068324769203e+00 
 4.012800000000029e-07  1.718068324769203e+00 
 4.022800000000029e-07  1.718068324769203e+00 
 4.032800000000030e-07  1.718068324769203e+00 
 4.042800000000030e-07  1.718068324769203e+00 
 4.052800000000030e-07  1.718068324769203e+00 
 4.062800000000030e-07  1.718068324769203e+00 
 4.072800000000030e-07  1.718068324769203e+00 
 4.082800000000031e-07  1.718068324769203e+00 
 4.092800000000031e-07  1.718068324769203e+00 
 4.102800000000031e-07  1.718068324769203e+00 
 4.112800000000031e-07  1.718068324769203e+00 
 4.122800000000032e-07  1.718068324769203e+00 
 4.132800000000032e-07  1.718068324769203e+00 
 4.142800000000032e-07  1.718068324769203e+00 
 4.152800000000032e-07  1.718068324769203e+00 
 4.162800000000032e-07  1.718068324769203e+00 
 4.172800000000033e-07  1.718068324769203e+00 
 4.182800000000033e-07  1.718068324769203e+00 
 4.192800000000033e-07  1.718068324769203e+00 
 4.202800000000033e-07  1.718068324769203e+00 
 4.212800000000034e-07  1.718068324769203e+00 
 4.222800000000034e-07  1.718068324769203e+00 
 4.232800000000034e-07  1.718068324769203e+00 
 4.242800000000034e-07  1.718068324769203e+00 
 4.252800000000034e-07  1.718068324769203e+00 
 4.262800000000035e-07  1.718068324769203e+00 
 4.272800000000035e-07  1.718068324769203e+00 
 4.282800000000035e-07  1.718068324769203e+00 
 4.292800000000035e-07  1.718068324769203e+00 
 4.302800000000036e-07  1.718068324769203e+00 
 4.312800000000036e-07  1.718068324769203e+00 
 4.322800000000036e-07  1.718068324769203e+00 
 4.332800000000036e-07  1.718068324769203e+00 
 4.342800000000036e-07  1.718068324769203e+00 
 4.352800000000037e-07  1.718068324769203e+00 
 4.362800000000037e-07  1.718068324769203e+00 
 4.372800000000037e-07  1.718068324769203e+00 
 4.382800000000037e-07  1.718068324769203e+00 
 4.392800000000038e-07  1.718068324769203e+00 
 4.402800000000038e-07  1.718068324769203e+00 
 4.412800000000038e-07  1.718068324769203e+00 
 4.422800000000038e-07  1.718068324769203e+00 
 4.432800000000038e-07  1.718068324769203e+00 
 4.442800000000039e-07  1.718068324769203e+00 
 4.452800000000039e-07  1.718068324769203e+00 
 4.462800000000039e-07  1.718068324769203e+00 
 4.472800000000039e-07  1.718068324769203e+00 
 4.482800000000040e-07  1.718068324769203e+00 
 4.492800000000040e-07  1.718068324769203e+00 
 4.502800000000040e-07  1.718068324769203e+00 
 4.512800000000040e-07  1.718068324769203e+00 
 4.522800000000040e-07  1.718068324769203e+00 
 4.532800000000041e-07  1.718068324769203e+00 
 4.542800000000041e-07  1.718068324769203e+00 
 4.552800000000041e-07  1.718068324769203e+00 
 4.562800000000041e-07  1.718068324769203e+00 
 4.572800000000042e-07  1.718068324769203e+00 
 4.582800000000042e-07  1.718068324769203e+00 
 4.592800000000042e-07  1.718068324769203e+00 
 4.602800000000042e-07  1.718068324769203e+00 
 4.612800000000042e-07  1.718068324769203e+00 
 4.622800000000043e-07  1.718068324769203e+00 
 4.632800000000043e-07  1.718068324769203e+00 
 4.642800000000043e-07  1.718068324769203e+00 
 4.652800000000043e-07  1.718068324769203e+00 
 4.662800000000044e-07  1.718068324769203e+00 
 4.672800000000044e-07  1.718068324769203e+00 
 4.682800000000044e-07  1.718068324769203e+00 
 4.692800000000044e-07  1.718068324769203e+00 
 4.702800000000044e-07  1.718068324769203e+00 
 4.712800000000045e-07  1.718068324769203e+00 
 4.722800000000045e-07  1.718068324769203e+00 
 4.732800000000045e-07  1.718068324769203e+00 
 4.742800000000045e-07  1.718068324769203e+00 
 4.752800000000046e-07  1.718068324769203e+00 
 4.762800000000046e-07  1.718068324769203e+00 
 4.772800000000046e-07  1.718068324769203e+00 
 4.782800000000046e-07  1.718068324769203e+00 
 4.792800000000045e-07  1.718068324769203e+00 
 4.802800000000045e-07  1.718068324769203e+00 
 4.812800000000045e-07  1.718068324769203e+00 
 4.822800000000044e-07  1.718068324769203e+00 
 4.832800000000044e-07  1.718068324769203e+00 
 4.842800000000044e-07  1.718068324769203e+00 
 4.852800000000044e-07  1.718068324769203e+00 
 4.862800000000043e-07  1.718068324769203e+00 
 4.872800000000043e-07  1.718068324769203e+00 
 4.882800000000043e-07  1.718068324769203e+00 
 4.892800000000042e-07  1.718068324769203e+00 
 4.902800000000042e-07  1.718068324769203e+00 
 4.912800000000042e-07  1.718068324769203e+00 
 4.922800000000041e-07  1.718068324769203e+00 
 4.932800000000041e-07  1.718068324769203e+00 
 4.942800000000041e-07  1.718068324769203e+00 
 4.952800000000040e-07  1.718068324769203e+00 
 4.962800000000040e-07  1.718068324769203e+00 
 4.972800000000040e-07  1.718068324769203e+00 
 4.982800000000040e-07  1.718068324769203e+00 
 4.992800000000039e-07  1.718068324769203e+00 
 5.002800000000039e-07  1.718068324769203e+00 
 5.012800000000039e-07  1.718068324769203e+00 
 5.022800000000038e-07  1.718068324769203e+00 
 5.032800000000038e-07  1.718068324769203e+00 
 5.042800000000038e-07  1.718068324769203e+00 
 5.052800000000037e-07  1.718068324769203e+00 
 5.062800000000037e-07  1.718068324769203e+00 
 5.072800000000037e-07  1.718068324769203e+00 
 5.082800000000036e-07  1.718068324769203e+00 
 5.092800000000036e-07  1.718068324769203e+00 
 5.102800000000036e-07  1.718068324769203e+00 
 5.112800000000036e-07  1.718068324769203e+00 
 5.122800000000035e-07  1.718068324769203e+00 
 5.132800000000035e-07  1.718068324769203e+00 
 5.142800000000035e-07  1.718068324769203e+00 
 5.152800000000034e-07  1.718068324769203e+00 
 5.162800000000034e-07  1.718068324769203e+00 
 5.172800000000034e-07  1.718068324769203e+00 
 5.182800000000033e-07  1.718068324769203e+00 
 5.192800000000033e-07  1.718068324769203e+00 
 5.202800000000033e-07  1.718068324769203e+00 
 5.212800000000032e-07  1.718068324769203e+00 
 5.222800000000032e-07  1.718068324769203e+00 
 5.232800000000032e-07  1.718068324769203e+00 
 5.242800000000032e-07  1.718068324769203e+00 
 5.252800000000031e-07  1.718068324769203e+00 
 5.262800000000031e-07  1.718068324769203e+00 
 5.272800000000031e-07  1.718068324769203e+00 
 5.282800000000030e-07  1.718068324769203e+00 
 5.292800000000030e-07  1.718068324769203e+00 
 5.302800000000030e-07  1.718068324769203e+00 
 5.312800000000029e-07  1.718068324769203e+00 
 5.322800000000029e-07  1.718068324769203e+00 
 5.332800000000029e-07  1.718068324769203e+00 
 5.342800000000028e-07  1.718068324769203e+00 
 5.352800000000028e-07  1.718068324769203e+00 
 5.362800000000028e-07  1.718068324769203e+00 
 5.372800000000028e-07  1.718068324769203e+00 
 5.382800000000027e-07  1.718068324769203e+00 
 5.392800000000027e-07  1.718068324769203e+00 
 5.402800000000027e-07  1.718068324769203e+00 
 5.412800000000026e-07  1.718068324769203e+00 
 5.422800000000026e-07  1.718068324769203e+00 
 5.432800000000026e-07  1.718068324769203e+00 
 5.442800000000025e-07  1.718068324769203e+00 
 5.452800000000025e-07  1.718068324769203e+00 
 5.462800000000025e-07  1.718068324769203e+00 
 5.472800000000024e-07  1.718068324769203e+00 
 5.482800000000024e-07  1.718068324769203e+00 
 5.492800000000024e-07  1.718068324769203e+00 
 5.502800000000024e-07  1.718068324769203e+00 
 5.512800000000023e-07  1.718068324769203e+00 
 5.522800000000023e-07  1.718068324769203e+00 
 5.532800000000023e-07  1.718068324769203e+00 
 5.542800000000022e-07  1.718068324769203e+00 
 5.552800000000022e-07  1.718068324769203e+00 
 5.562800000000022e-07  1.718068324769203e+00 
 5.572800000000021e-07  1.718068324769203e+00 
 5.582800000000021e-07  1.718068324769203e+00 
 5.592800000000021e-07  1.718068324769203e+00 
 5.602800000000020e-07  1.718068324769203e+00 
 5.612800000000020e-07  1.718068324769203e+00 
 5.622800000000020e-07  1.718068324769203e+00 
 5.632800000000020e-07  1.718068324769203e+00 
 5.642800000000019e-07  1.718068324769203e+00 
 5.652800000000019e-07  1.718068324769203e+00 
 5.662800000000019e-07  1.718068324769203e+00 
 5.672800000000018e-07  1.718068324769203e+00 
 5.682800000000018e-07  1.718068324769203e+00 
 5.692800000000018e-07  1.718068324769203e+00 
 5.702800000000017e-07  1.718068324769203e+00 
 5.712800000000017e-07  1.718068324769203e+00 
 5.722800000000017e-07  1.718068324769203e+00 
 5.732800000000016e-07  1.718068324769203e+00 
 5.742800000000016e-07  1.718068324769203e+00 
