 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  1.092843155612e+00  1.092843155612e+00  6.712573345358e-01  6.062146591657e-01 -3.033681856032e-05 
