 frequency              onoise_spectrum        inoise_spectrum       
 1.000000000000000e+00  5.921808177247096e-06  5.657752856405999e-06 
 1.019373485938873e+00  5.872180707372072e-06  5.610338291287248e-06 
 1.039122303835169e+00  5.822974060557470e-06  5.563325784593853e-06 
 1.059253725177289e+00  5.774184620116511e-06  5.516711880908783e-06 
 1.079775162327710e+00  5.725808800912853e-06  5.470493154957538e-06 
 1.100694171252210e+00  5.677843049083561e-06  5.424666211345249e-06 
 1.122018454301964e+00  5.630283841760821e-06  5.379227684290167e-06 
 1.143755863049539e+00  5.583127686796666e-06  5.334174237359868e-06 
 1.165914401179832e+00  5.536371122493308e-06  5.289502563215128e-06 
 1.188502227437019e+00  5.490010717330717e-06  5.245209383348214e-06 
 1.211527658628589e+00  5.444043069700777e-06  5.201291447829838e-06 
 1.234999172687586e+00  5.398464807643018e-06  5.157745535056476e-06 
 1.258925411794168e+00  5.353272588579713e-06  5.114568451497230e-06 
 1.283315185557652e+00  5.308463099059630e-06  5.071757031448268e-06 
 1.308177474260195e+00  5.264033054496501e-06  5.029308136784159e-06 
 1.333521432163325e+00  5.219979198916752e-06  4.987218656716399e-06 
 1.359356390878527e+00  5.176298304703173e-06  4.945485507548500e-06 
 1.385691862803129e+00  5.132987172347172e-06  4.904105632438278e-06 
 1.412537544622755e+00  5.090042630198089e-06  4.863076001160433e-06 
 1.439903320881634e+00  5.047461534217699e-06  4.822393609870447e-06 
 1.467799267622071e+00  5.005240767735514e-06  4.782055480871290e-06 
 1.496235656094435e+00  4.963377241207061e-06  4.742058662381904e-06 
 1.525222956539020e+00  4.921867891975440e-06  4.702400228310099e-06 
 1.554771842041175e+00  4.880709684030742e-06  4.663077278023367e-06 
 1.584893192461115e+00  4.839899607777326e-06  4.624086936124328e-06 
 1.615598098439875e+00  4.799434679798763e-06  4.585426352227976e-06 
 1.646897865482870e+00  4.759311942627473e-06  4.547092700741357e-06 
 1.678804018122562e+00  4.719528464515006e-06  4.509083180643786e-06 
 1.711328304161782e+00  4.680081339205339e-06  4.471395015270094e-06 
