 vdd             v(vbn)          v(tail)         v(nmir)         v(vx)           m1_id           m2_id           m3_id           m4_id           m5_id           m1_gm           m1_gds          m2_gm           m2_gds          m3_gm           m3_gds          m4_gm           m4_gds          m5_gm           m5_gds          m1_vdsat        m2_vdsat        m3_vdsat        m4_vdsat        m5_vdsat        idd            
 1.80000000e+00  6.58036427e-01  2.14066870e-01  7.22488644e-01  7.22488639e-01  1.90317481e-05  1.90317481e-05  1.90317477e-05  1.90317478e-05  3.80634956e-05  3.81977696e-04  4.16381051e-06  3.81977695e-04  4.16381053e-06  2.74607106e-04  7.36074069e-07  2.74607106e-04  7.36074067e-07  6.41988838e-04  1.32307564e-05  7.48624307e-02  7.48624307e-02  1.05107198e-01  1.05107198e-01  9.85943845e-02  4.80634977e-05 
