 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.002100727630e+00  1.002100727630e+00  6.099120131563e-01  9.371464794448e-01 -3.953293625180e-05 
