 frequency           imag(i(vs193_p_0))  imag(i(vs193_p_1))  imag(i(vs193_p_2))  imag(i(vs193_p_3))  imag(i(vs193_p_4))  imag(i(vs193_p_5))  imag(i(vs193_p_6))  imag(i(vs193_p_7))  imag(i(vs193_p_8))  imag(i(vs193_p_9))  imag(i(vs193_p_10)) imag(i(vs193_p_11)) imag(i(vs193_p_12)) imag(i(vs193_n_0))  imag(i(vs193_n_1))  imag(i(vs193_n_2))  imag(i(vs193_n_3))  imag(i(vs193_n_4))  imag(i(vs193_n_5))  imag(i(vs193_n_6))  imag(i(vs193_n_7))  imag(i(vs193_n_8))  imag(i(vs193_n_9))  imag(i(vs193_n_10)) imag(i(vs193_n_11)) imag(i(vs193_n_12))
 1.000000000000e+03 -1.247938675190e-10 -2.496440654401e-10 -4.987382827716e-10 -9.980524390645e-10 -1.995437017192e-09 -3.991128519569e-09 -7.978493620645e-09 -1.595606805835e-08 -3.191604112005e-08 -6.384716015790e-08 -1.276833822712e-07 -2.553515046451e-07 -1.248928299904e-10 -1.246600197194e-10 -2.494814023693e-10 -4.993188536922e-10 -9.975913337390e-10 -1.996711504695e-09 -3.989360476692e-09 -7.981477425405e-09 -1.596178483460e-08 -3.191758543856e-08 -6.383770462621e-08 -1.276855977519e-07 -2.553695990164e-07 -1.245460674850e-10 
