 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.002100727614e+00  1.002100727618e+00  6.099120131576e-01  9.371464794430e-01 -3.953293625225e-05 
