 time                v(xadc.tp)          v(xadc.tn)          v(q)                v(qb)               v(ev)               v(rp)               v(rn)              
 0.000000000000e+00  7.999755861571e-01  1.000024413658e+00  0.000000000000e+00  1.800000000000e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.000000000000e-11  7.999755861571e-01  1.000024413658e+00  4.411723176508e-07  1.800000036594e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.000000000000e-11  7.999755861571e-01  1.000024413658e+00  5.841795357296e-07  1.800000027703e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.000000000000e-11  7.999755861571e-01  1.000024413658e+00  6.712063184739e-07  1.800000001849e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.600000000000e-10  7.999755861571e-01  1.000024413658e+00  6.767377555542e-07  1.799999984430e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.200000000000e-10  7.999755861571e-01  1.000024413658e+00  6.643805902367e-07  1.799999986265e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.400000000000e-10  7.999755861571e-01  1.000024413658e+00  6.615847272284e-07  1.799999990368e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.280000000000e-09  7.999755861571e-01  1.000024413658e+00  6.618753210269e-07  1.799999990720e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.560000000000e-09  7.999755861571e-01  1.000024413658e+00  6.619698041104e-07  1.799999990539e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.560000000000e-09  7.999755861571e-01  1.000024413658e+00  6.619695110012e-07  1.799999990524e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.560000000000e-09  7.999755861571e-01  1.000024413658e+00  6.619688454772e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.560000000000e-09  7.999755861571e-01  1.000024413658e+00  6.619688290574e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688307506e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688300553e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688308950e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688310495e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688305231e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688316612e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688319104e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688314284e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688314731e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688302212e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688316375e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688318926e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688321082e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688303132e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688298533e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688308086e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688328254e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688303485e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688298967e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688308910e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688328914e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688328102e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688313002e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688302323e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688310709e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688305159e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688303689e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688296946e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688306788e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688290424e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 7.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688292624e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 7.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688304421e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 7.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688307690e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 7.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688297259e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 7.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688294645e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688305740e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688326478e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688339081e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688315564e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688304378e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 9.056000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688312104e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 9.256000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688318808e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 9.456000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688319896e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 9.656000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688322081e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 9.856000000000e-08  7.999755861571e-01  1.000024413658e+00  6.619688322877e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.005600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688323758e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.025600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688305103e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.045600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688294657e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.065600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688306810e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.085600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688321696e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.105600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688333019e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.125600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688306560e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.145600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688301175e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.165600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688328276e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.185600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688321573e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.205600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688329049e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.225600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688307411e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.245600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688301435e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.265600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688309957e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.285600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688328949e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.305600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688304759e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.325600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688299850e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.345600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688327069e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.365600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688327891e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.385600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688293471e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.405600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688297925e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.425600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688306754e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.445600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688314905e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.465600000000e-07  7.999755861571e-01  1.000024413658e+00  6.619688306238e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
