 frequency           real(dg)            imag(dg)           
 1.000000000000e+00  1.588004421748e+01 -2.562583261764e-06 
 1.079775162328e+00  1.588004421748e+01 -2.767013757449e-06 
 1.165914401180e+00  1.588004421748e+01 -2.987752729112e-06 
 1.258925411794e+00  1.588004421748e+01 -3.226101188072e-06 
 1.359356390879e+00  1.588004421748e+01 -3.483463934037e-06 
 1.467799267622e+00  1.588004421748e+01 -3.761357834837e-06 
 1.584893192461e+00  1.588004421748e+01 -4.061420766684e-06 
 1.711328304162e+00  1.588004421748e+01 -4.385421267627e-06 
 1.847849797422e+00  1.588004421748e+01 -4.735268961127e-06 
 1.995262314969e+00  1.588004421748e+01 -5.113025811166e-06 
 2.154434690032e+00  1.588004421748e+01 -5.520918275238e-06 
 2.326305067154e+00  1.588004421748e+01 -5.961350426843e-06 
 2.511886431510e+00  1.588004421748e+01 -6.436918124836e-06 
 2.712272579332e+00  1.588004421748e+01 -6.950424313135e-06 
 2.928644564625e+00  1.588004421747e+01 -7.504895540962e-06 
 3.162277660168e+00  1.588004421747e+01 -8.103599800994e-06 
 3.414548873834e+00  1.588004421747e+01 -8.750065790557e-06 
 3.686945064520e+00  1.588004421747e+01 -9.448103709376e-06 
 3.981071705535e+00  1.588004421747e+01 -1.020182771648e-05 
 4.298662347082e+00  1.588004421747e+01 -1.101568017860e-05 
 4.641588833613e+00  1.588004421747e+01 -1.189445785300e-05 
 5.011872336273e+00  1.588004421747e+01 -1.284334015902e-05 
 5.411695265465e+00  1.588004421747e+01 -1.386791970503e-05 
 5.843414133735e+00  1.588004421746e+01 -1.497423525065e-05 
 6.309573444802e+00  1.588004421746e+01 -1.616880729850e-05 
 6.812920690580e+00  1.588004421746e+01 -1.745867652538e-05 
 7.356422544596e+00  1.588004421746e+01 -1.885144527922e-05 
 7.943282347243e+00  1.588004421745e+01 -2.035532238647e-05 
 8.576958985909e+00  1.588004421745e+01 -2.197917153408e-05 
 9.261187281288e+00  1.588004421744e+01 -2.373256351102e-05 
 1.000000000000e+01  1.588004421743e+01 -2.562583261756e-05 
 1.079775162328e+01  1.588004421743e+01 -2.767013757439e-05 
 1.165914401180e+01  1.588004421742e+01 -2.987752729100e-05 
 1.258925411794e+01  1.588004421741e+01 -3.226101188056e-05 
 1.359356390879e+01  1.588004421739e+01 -3.483463934016e-05 
 1.467799267622e+01  1.588004421738e+01 -3.761357834812e-05 
 1.584893192461e+01  1.588004421737e+01 -4.061420766653e-05 
 1.711328304162e+01  1.588004421735e+01 -4.385421267587e-05 
 1.847849797422e+01  1.588004421732e+01 -4.735268961076e-05 
 1.995262314969e+01  1.588004421730e+01 -5.113025811103e-05 
 2.154434690032e+01  1.588004421727e+01 -5.520918275159e-05 
 2.326305067154e+01  1.588004421723e+01 -5.961350426742e-05 
 2.511886431510e+01  1.588004421719e+01 -6.436918124708e-05 
 2.712272579332e+01  1.588004421714e+01 -6.950424312974e-05 
 2.928644564625e+01  1.588004421709e+01 -7.504895540760e-05 
 3.162277660168e+01  1.588004421702e+01 -8.103599800739e-05 
 3.414548873834e+01  1.588004421695e+01 -8.750065790236e-05 
 3.686945064520e+01  1.588004421686e+01 -9.448103708970e-05 
 3.981071705535e+01  1.588004421676e+01 -1.020182771597e-04 
 4.298662347082e+01  1.588004421664e+01 -1.101568017796e-04 
 4.641588833613e+01  1.588004421650e+01 -1.189445785219e-04 
 5.011872336273e+01  1.588004421634e+01 -1.284334015800e-04 
 5.411695265465e+01  1.588004421614e+01 -1.386791970374e-04 
 5.843414133735e+01  1.588004421593e+01 -1.497423524903e-04 
 6.309573444802e+01  1.588004421567e+01 -1.616880729646e-04 
 6.812920690580e+01  1.588004421536e+01 -1.745867652281e-04 
 7.356422544596e+01  1.588004421501e+01 -1.885144527598e-04 
 7.943282347243e+01  1.588004421460e+01 -2.035532238240e-04 
 8.576958985909e+01  1.588004421413e+01 -2.197917152896e-04 
 9.261187281288e+01  1.588004421357e+01 -2.373256350459e-04 
 1.000000000000e+02  1.588004421293e+01 -2.562583260945e-04 
 1.079775162328e+02  1.588004421217e+01 -2.767013756419e-04 
 1.165914401180e+02  1.588004421129e+01 -2.987752727816e-04 
 1.258925411794e+02  1.588004421026e+01 -3.226101186440e-04 
 1.359356390879e+02  1.588004420907e+01 -3.483463931981e-04 
 1.467799267622e+02  1.588004420767e+01 -3.761357832250e-04 
 1.584893192461e+02  1.588004420604e+01 -4.061420763425e-04 
 1.711328304162e+02  1.588004420414e+01 -4.385421263525e-04 
 1.847849797422e+02  1.588004420193e+01 -4.735268955964e-04 
 1.995262314969e+02  1.588004419935e+01 -5.113025804664e-04 
 2.154434690032e+02  1.588004419635e+01 -5.520918267055e-04 
 2.326305067154e+02  1.588004419281e+01 -5.961350416517e-04 
 2.511886431510e+02  1.588004418872e+01 -6.436918111841e-04 
 2.712272579332e+02  1.588004418395e+01 -6.950424296777e-04 
 2.928644564625e+02  1.588004417839e+01 -7.504895520375e-04 
 3.162277660168e+02  1.588004417191e+01 -8.103599775078e-04 
 3.414548873834e+02  1.588004416433e+01 -8.750065757907e-04 
 3.686945064520e+02  1.588004415552e+01 -9.448103668285e-04 
 3.981071705535e+02  1.588004414525e+01 -1.020182766476e-03 
 4.298662347082e+02  1.588004413325e+01 -1.101568011346e-03 
 4.641588833613e+02  1.588004411929e+01 -1.189445777102e-03 
 5.011872336273e+02  1.588004410298e+01 -1.284334005578e-03 
 5.411695265465e+02  1.588004408398e+01 -1.386791957506e-03 
 5.843414133735e+02  1.588004406182e+01 -1.497423508700e-03 
 6.309573444802e+02  1.588004403602e+01 -1.616880709254e-03 
 6.812920690580e+02  1.588004400589e+01 -1.745867626602e-03 
 7.356422544596e+02  1.588004397080e+01 -1.885144495275e-03 
 7.943282347243e+02  1.588004392985e+01 -2.035532197542e-03 
 8.576958985909e+02  1.588004388215e+01 -2.197917101666e-03 
 9.261187281288e+02  1.588004382651e+01 -2.373256285963e-03 
 1.000000000000e+03  1.588004376163e+01 -2.562583179744e-03 
 1.079775162328e+03  1.588004368593e+01 -2.767013654171e-03 
 1.165914401180e+03  1.588004359776e+01 -2.987752599099e-03 
 1.258925411794e+03  1.588004349494e+01 -3.226101024397e-03 
 1.359356390879e+03  1.588004337506e+01 -3.483463727979e-03 
 1.467799267622e+03  1.588004323531e+01 -3.761357575436e-03 
 1.584893192461e+03  1.588004307236e+01 -4.061420440122e-03 
 1.711328304162e+03  1.588004288238e+01 -4.385420856520e-03 
 1.847849797422e+03  1.588004266080e+01 -4.735268443534e-03 
 1.995262314969e+03  1.588004240248e+01 -5.113025159525e-03 
 2.154434690032e+03  1.588004210139e+01 -5.520917454897e-03 
 2.326305067154e+03  1.588004175034e+01 -5.961349394121e-03 
 2.511886431510e+03  1.588004134091e+01 -6.436916824640e-03 
 2.712272579332e+03  1.588004086368e+01 -6.950422676321e-03 
 2.928644564625e+03  1.588004030723e+01 -7.504893480328e-03 
 3.162277660168e+03  1.588003965846e+01 -8.103597206799e-03 
 3.414548873834e+03  1.588003890208e+01 -8.750062524694e-03 
 3.686945064520e+03  1.588003802018e+01 -9.448099597901e-03 
 3.981071705535e+03  1.588003699198e+01 -1.020182254046e-02 
 4.298662347082e+03  1.588003579311e+01 -1.101567366230e-02 
 4.641588833613e+03  1.588003439546e+01 -1.189444964957e-02 
 5.011872336273e+03  1.588003276579e+01 -1.284332983143e-02 
 5.411695265465e+03  1.588003086573e+01 -1.386790670326e-02 
 5.843414133735e+03  1.588002865057e+01 -1.497421888254e-02 
 6.309573444802e+03  1.588002606781e+01 -1.616878669231e-02 
 6.812920690580e+03  1.588002305655e+01 -1.745865058379e-02 
 7.356422544596e+03  1.588001954560e+01 -1.885141262057e-02 
 7.943282347243e+03  1.588001545214e+01 -2.035528127155e-02 
 8.576958985909e+03  1.588001067955e+01 -2.197911977342e-02 
 9.261187281288e+03  1.588000511516e+01 -2.373249834832e-02 
 1.000000000000e+04  1.587999862747e+01 -2.562575058237e-02 
 1.079775162328e+04  1.587999106354e+01 -2.767003429856e-02 
 1.165914401180e+04  1.587998224451e+01 -2.987739727429e-02 
 1.258925411794e+04  1.587997196239e+01 -3.226084819946e-02 
