 frequency           real(dg)            imag(dg)           
 1.000000000000e+00  1.443805591909e+01 -2.306050277913e-06 
 1.079775162328e+00  1.443805591909e+01 -2.490015813169e-06 
 1.165914401180e+00  1.443805591909e+01 -2.688657228863e-06 
 1.258925411794e+00  1.443805591909e+01 -2.903145295739e-06 
 1.359356390879e+00  1.443805591909e+01 -3.134744182968e-06 
 1.467799267622e+00  1.443805591909e+01 -3.384818909020e-06 
 1.584893192461e+00  1.443805591909e+01 -3.654843386937e-06 
 1.711328304162e+00  1.443805591909e+01 -3.946409111412e-06 
 1.847849797422e+00  1.443805591909e+01 -4.261234538886e-06 
 1.995262314969e+00  1.443805591909e+01 -4.601175215942e-06 
 2.154434690032e+00  1.443805591909e+01 -4.968234715692e-06 
 2.326305067154e+00  1.443805591909e+01 -5.364576446619e-06 
 2.511886431510e+00  1.443805591909e+01 -5.792536403467e-06 
 2.712272579332e+00  1.443805591909e+01 -6.254636935341e-06 
 2.928644564625e+00  1.443805591909e+01 -6.753601612159e-06 
 3.162277660168e+00  1.443805591909e+01 -7.292371277065e-06 
 3.414548873834e+00  1.443805591909e+01 -7.874121379446e-06 
 3.686945064520e+00  1.443805591909e+01 -8.502280690679e-06 
 3.981071705535e+00  1.443805591909e+01 -9.180551512934e-06 
 4.298662347082e+00  1.443805591908e+01 -9.912931500135e-06 
 4.641588833613e+00  1.443805591908e+01 -1.070373721970e-05 
 5.011872336273e+00  1.443805591908e+01 -1.155762959391e-05 
 5.411695265465e+00  1.443805591908e+01 -1.247964137089e-05 
 5.843414133735e+00  1.443805591908e+01 -1.347520678704e-05 
 6.309573444802e+00  1.443805591908e+01 -1.455019359588e-05 
 6.812920690580e+00  1.443805591907e+01 -1.571093765188e-05 
 7.356422544596e+00  1.443805591907e+01 -1.696428025338e-05 
 7.943282347243e+00  1.443805591907e+01 -1.831760846436e-05 
 8.576958985909e+00  1.443805591906e+01 -1.977889865305e-05 
 9.261187281288e+00  1.443805591906e+01 -2.135676350376e-05 
 1.000000000000e+01  1.443805591905e+01 -2.306050277905e-05 
 1.079775162328e+01  1.443805591905e+01 -2.490015813160e-05 
 1.165914401180e+01  1.443805591904e+01 -2.688657228851e-05 
 1.258925411794e+01  1.443805591903e+01 -2.903145295725e-05 
 1.359356390879e+01  1.443805591902e+01 -3.134744182949e-05 
 1.467799267622e+01  1.443805591901e+01 -3.384818908997e-05 
 1.584893192461e+01  1.443805591899e+01 -3.654843386908e-05 
 1.711328304162e+01  1.443805591898e+01 -3.946409111376e-05 
 1.847849797422e+01  1.443805591895e+01 -4.261234538840e-05 
 1.995262314969e+01  1.443805591893e+01 -4.601175215886e-05 
 2.154434690032e+01  1.443805591891e+01 -4.968234715621e-05 
 2.326305067154e+01  1.443805591888e+01 -5.364576446530e-05 
 2.511886431510e+01  1.443805591884e+01 -5.792536403354e-05 
 2.712272579332e+01  1.443805591880e+01 -6.254636935200e-05 
 2.928644564625e+01  1.443805591875e+01 -6.753601611982e-05 
 3.162277660168e+01  1.443805591869e+01 -7.292371276841e-05 
 3.414548873834e+01  1.443805591862e+01 -7.874121379164e-05 
 3.686945064520e+01  1.443805591854e+01 -8.502280690324e-05 
 3.981071705535e+01  1.443805591845e+01 -9.180551512486e-05 
 4.298662347082e+01  1.443805591834e+01 -9.912931499571e-05 
 4.641588833613e+01  1.443805591822e+01 -1.070373721899e-04 
 5.011872336273e+01  1.443805591808e+01 -1.155762959302e-04 
 5.411695265465e+01  1.443805591791e+01 -1.247964136976e-04 
 5.843414133735e+01  1.443805591771e+01 -1.347520678563e-04 
 6.309573444802e+01  1.443805591749e+01 -1.455019359410e-04 
