 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  1.122590248192e+00  1.122590248191e+00  6.257939124370e-01  5.781062054953e-01 -2.920072074938e-05 
