 frequency           imag(i(vs40_p_0))   imag(i(vs40_p_1))   imag(i(vs40_p_2))   imag(i(vs40_p_3))   imag(i(vs40_p_4))   imag(i(vs40_p_5))   imag(i(vs40_p_6))   imag(i(vs40_p_7))   imag(i(vs40_p_8))   imag(i(vs40_p_9))   imag(i(vs40_p_10))  imag(i(vs40_p_11))  imag(i(vs40_p_12))  imag(i(vs40_n_0))   imag(i(vs40_n_1))   imag(i(vs40_n_2))   imag(i(vs40_n_3))   imag(i(vs40_n_4))   imag(i(vs40_n_5))   imag(i(vs40_n_6))   imag(i(vs40_n_7))   imag(i(vs40_n_8))   imag(i(vs40_n_9))   imag(i(vs40_n_10))  imag(i(vs40_n_11))  imag(i(vs40_n_12)) 
 1.000000000000e+03 -1.246214396300e-10 -2.493842581103e-10 -4.986878967313e-10 -9.978692649813e-10 -1.994220309160e-09 -3.989296448984e-09 -7.979018610487e-09 -1.596037095949e-08 -3.191856069717e-08 -6.385010459352e-08 -1.276909405776e-07 -2.553667632504e-07 -1.244178558575e-10 -1.244465018497e-10 -2.496284093924e-10 -4.987165967917e-10 -9.968769712512e-10 -1.994899373193e-09 -3.990836885076e-09 -7.981219609954e-09 -1.596050857882e-08 -3.192335482398e-08 -6.383771592856e-08 -1.276755352406e-07 -2.553580157368e-07 -1.248382432232e-10 
