 frequency           onoise_spectrum     inoise_spectrum    
 1.000000000000e+05  5.720120650981e-07  3.736767068117e-08 
 1.059253725177e+05  5.609504092230e-07  3.664575257940e-08 
 1.122018454302e+05  5.502030803075e-07  3.594442565232e-08 
 1.188502227437e+05  5.397629455021e-07  3.526323037073e-08 
 1.258925411794e+05  5.296230044593e-07  3.460171654930e-08 
 1.333521432163e+05  5.197763831077e-07  3.395944301749e-08 
 1.412537544623e+05  5.102163274215e-07  3.333597729910e-08 
 1.496235656094e+05  5.009361972362e-07  3.273089530077e-08 
 1.584893192461e+05  4.919294599325e-07  3.214378100981e-08 
 1.678804018123e+05  4.831896841941e-07  3.157422620190e-08 
 1.778279410039e+05  4.747105336499e-07  3.102183015887e-08 
 1.883649089490e+05  4.664857604523e-07  3.048619939716e-08 
 1.995262314969e+05  4.585091987970e-07  2.996694740734e-08 
 2.113489039837e+05  4.507747583271e-07  2.946369440506e-08 
 2.238721138568e+05  4.432764173539e-07  2.897606709391e-08 
 2.371373705662e+05  4.360082160044e-07  2.850369844058e-08 
 2.511886431510e+05  4.289642490704e-07  2.804622746255e-08 
 2.660725059799e+05  4.221386587001e-07  2.760329902890e-08 
 2.818382931264e+05  4.155256267852e-07  2.717456367426e-08 
 2.985382618918e+05  4.091193670247e-07  2.675967742627e-08 
 3.162277660168e+05  4.029141166047e-07  2.635830164679e-08 
 3.349654391578e+05  3.969041274745e-07  2.597010288679e-08 
 3.548133892336e+05  3.910836570825e-07  2.559475275519e-08 
 3.758374042884e+05  3.854469585990e-07  2.523192780151e-08 
 3.981071705535e+05  3.799882704736e-07  2.488130941226e-08 
 4.216965034286e+05  3.747018052482e-07  2.454258372084e-08 
 4.466835921510e+05  3.695817376251e-07  2.421544153092e-08 
 4.731512589615e+05  3.646221916021e-07  2.389957825261e-08 
 5.011872336273e+05  3.598172266666e-07  2.359469385137e-08 
 5.308844442310e+05  3.551608228703e-07  2.330049280893e-08 
 5.623413251903e+05  3.506468648262e-07  2.301668409572e-08 
 5.956621435290e+05  3.462691244212e-07  2.274298115431e-08 
 6.309573444802e+05  3.420212422651e-07  2.247910189293e-08 
 6.683439175686e+05  3.378967077913e-07  2.222476868856e-08 
 7.079457843841e+05  3.338888379903e-07  2.197970839869e-08 
 7.498942093325e+05  3.299907548231e-07  2.174365238087e-08 
 7.943282347243e+05  3.261953613020e-07  2.151633651938e-08 
 8.413951416452e+05  3.224953164537e-07  2.129750125804e-08 
 8.912509381337e+05  3.188830092831e-07  2.108689163824e-08 
 9.440608762859e+05  3.153505321193e-07  2.088425734150e-08 
 1.000000000000e+06  3.118896536768e-07  2.068935273567e-08 
 1.059253725177e+06  3.084917924882e-07  2.050193692382e-08 
 1.122018454302e+06  3.051479913949e-07  2.032177379535e-08 
 1.188502227437e+06  3.018488940883e-07  2.014863207835e-08 
 1.258925411794e+06  2.985847248974e-07  1.998228539278e-08 
 1.333521432163e+06  2.953452732493e-07  1.982251230367e-08 
 1.412537544623e+06  2.921198846655e-07  1.966909637416e-08 
 1.496235656094e+06  2.888974602650e-07  1.952182621764e-08 
 1.584893192461e+06  2.856664673101e-07  1.938049554892e-08 
 1.678804018123e+06  2.824149634141e-07  1.924490323404e-08 
 1.778279410039e+06  2.791306374637e-07  1.911485333872e-08 
 1.883649089490e+06  2.758008704568e-07  1.899015517524e-08 
 1.995262314969e+06  2.724128194457e-07  1.887062334787e-08 
 2.113489039837e+06  2.689535277896e-07  1.875607779704e-08 
 2.238721138568e+06  2.654100644294e-07  1.864634384218e-08 
 2.371373705662e+06  2.617696943312e-07  1.854125222373e-08 
 2.511886431510e+06  2.580200811367e-07  1.844063914441e-08 
 2.660725059799e+06  2.541495215920e-07  1.834434631011e-08 
 2.818382931264e+06  2.501472095131e-07  1.825222097062e-08 
 2.985382618918e+06  2.460035246156e-07  1.816411596042e-08 
 3.162277660168e+06  2.417103390156e-07  1.807988973972e-08 
 3.349654391578e+06  2.372613313482e-07  1.799940643563e-08 
 3.548133892336e+06  2.326522957478e-07  1.792253588328e-08 
 3.758374042884e+06  2.278814305188e-07  1.784915366643e-08 
 3.981071705535e+06  2.229495896921e-07  1.777914115663e-08 
 4.216965034286e+06  2.178604800075e-07  1.771238554963e-08 
 4.466835921510e+06  2.126207865984e-07  1.764877989720e-08 
 4.731512589615e+06  2.072402129294e-07  1.758822313162e-08 
 5.011872336273e+06  2.017314243642e-07  1.753062007957e-08 
 5.308844442310e+06  1.961098899830e-07  1.747588146088e-08 
 5.623413251903e+06  1.903936234402e-07  1.742392386675e-08 
 5.956621435290e+06  1.846028303397e-07  1.737466971061e-08 
 6.309573444802e+06  1.787594759005e-07  1.732804714363e-08 
 6.683439175686e+06  1.728867920995e-07  1.728398992550e-08 
 7.079457843841e+06  1.670087472963e-07  1.724243723973e-08 
 7.498942093325e+06  1.611495032021e-07  1.720333344179e-08 
 7.943282347243e+06  1.553328838381e-07  1.716662772732e-08 
 8.413951416452e+06  1.495818789294e-07  1.713227370781e-08 
 8.912509381337e+06  1.439182003847e-07  1.710022888125e-08 
 9.440608762859e+06  1.383619057047e-07  1.707045398735e-08 
 1.000000000000e+07  1.329310967990e-07  1.704291223965e-08 
 1.059253725177e+07  1.276416975069e-07  1.701756843167e-08 
 1.122018454302e+07  1.225073084824e-07  1.699438792125e-08 
 1.188502227437e+07  1.175391343533e-07  1.697333550522e-08 
 1.258925411794e+07  1.127459754065e-07  1.695437420813e-08 
 1.333521432163e+07  1.081342744834e-07  1.693746401995e-08 
 1.412537544623e+07  1.037082091814e-07  1.692256063142e-08 
 1.496235656094e+07  9.946981970695e-08  1.690961422769e-08 
 1.584893192461e+07  9.541916356696e-08  1.689856841175e-08 
 1.678804018123e+07  9.155448951003e-08  1.688935933591e-08 
 1.778279410039e+07  8.787242450823e-08  1.688191512059e-08 
 1.883649089490e+07  8.436816894120e-08  1.687615563368e-08 
 1.995262314969e+07  8.103569635671e-08  1.687199268854e-08 
 2.113489039837e+07  7.786795513366e-08  1.686933069563e-08 
 2.238721138568e+07  7.485707002754e-08  1.686806777129e-08 
 2.371373705662e+07  7.199454189903e-08  1.686809727117e-08 
 2.511886431510e+07  6.927144395195e-08  1.686930967727e-08 
 2.660725059799e+07  6.667861258740e-08  1.687159473244e-08 
 2.818382931264e+07  6.420683058370e-08  1.687484368734e-08 
 2.985382618918e+07  6.184699985693e-08  1.687895150710e-08 
 3.162277660168e+07  5.959030062470e-08  1.688381888050e-08 
 3.349654391578e+07  5.742833351506e-08  1.688935388358e-08 
 3.548133892336e+07  5.535324111129e-08  1.689547317158e-08 
 3.758374042884e+07  5.335780568197e-08  1.690210260548e-08 
 3.981071705535e+07  5.143552044587e-08  1.690917725711e-08 
 4.216965034286e+07  4.958063265315e-08  1.691664077736e-08 
 4.466835921510e+07  4.778815798223e-08  1.692444415057e-08 
 4.731512589615e+07  4.605386714856e-08  1.693254389170e-08 
 5.011872336273e+07  4.437424707388e-08  1.694089977038e-08 
 5.308844442310e+07  4.274644031987e-08  1.694947216521e-08 
 5.623413251904e+07  4.116816760699e-08  1.695821916392e-08 
 5.956621435290e+07  3.963763899253e-08  1.696709352881e-08 
 6.309573444802e+07  3.815345959953e-08  1.697603964491e-08 
 6.683439175686e+07  3.671453563727e-08  1.698499055821e-08 
 7.079457843841e+07  3.531998586924e-08  1.699386519600e-08 
 7.498942093325e+07  3.396906273821e-08  1.700256583913e-08 
 7.943282347243e+07  3.266108616470e-08  1.701097588882e-08 
 8.413951416452e+07  3.139539172369e-08  1.701895793939e-08 
 8.912509381337e+07  3.017129360637e-08  1.702635213514e-08 
 9.440608762859e+07  2.898806160976e-08  1.703297475737e-08 
 1.000000000000e+08  2.784491045501e-08  1.703861696077e-08 
