 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.240403704774e+00  1.240403704776e+00  6.726674804308e-01  7.845336731721e-01 -3.201799002635e-05 
