 time                v(src)              v(sample)           v(hold)             v(acq)              v(conv)             i(vdd)             
 2.000000000000e-11  9.000000000000e-01  9.459180265607e-01  9.012485776375e-01  1.800000000000e+00  0.000000000000e+00 -2.917002785566e-03 
 2.001098719057e-11  9.000000000000e-01  9.456142966820e-01  9.012491174259e-01  1.800000000000e+00  0.000000000000e+00 -2.538872471062e-03 
 2.003296157171e-11  9.000000000000e-01  9.450572128289e-01  9.012500353531e-01  1.800000000000e+00  0.000000000000e+00 -1.978087624547e-03 
 2.007691033399e-11  9.000000000000e-01  9.440033945009e-01  9.012513942658e-01  1.800000000000e+00  0.000000000000e+00 -1.371701341140e-03 
 2.015367007921e-11  9.000000000000e-01  9.420902816871e-01  9.012528566372e-01  1.800000000000e+00  0.000000000000e+00 -9.125506342642e-04 
 2.026147088628e-11  9.000000000000e-01  9.391977458548e-01  9.012538979500e-01  1.800000000000e+00  0.000000000000e+00 -6.582983946349e-04 
 2.040791937111e-11  9.000000000000e-01  9.350975445503e-01  9.012544483878e-01  1.800000000000e+00  0.000000000000e+00 -5.217880896999e-04 
 2.061102888910e-11  9.000000000000e-01  9.295086701761e-01  9.012545167060e-01  1.800000000000e+00  0.000000000000e+00 -4.503542051746e-04 
 2.090724036990e-11  9.000000000000e-01  9.221280858563e-01  9.012540423464e-01  1.800000000000e+00  0.000000000000e+00 -4.135795693252e-04 
 2.124501297657e-11  9.000000000000e-01  9.150997729990e-01  9.012531670036e-01  1.800000000000e+00  0.000000000000e+00 -3.991080022266e-04 
 2.173544112944e-11  9.000000000000e-01  9.073610632537e-01  9.012517098201e-01  1.800000000000e+00  0.000000000000e+00 -3.894985510992e-04 
 2.238250683756e-11  9.000000000000e-01  9.005744741318e-01  9.012497148223e-01  1.800000000000e+00  0.000000000000e+00 -3.814199871148e-04 
 2.313234697918e-11  9.000000000000e-01  8.969659995697e-01  9.012477929408e-01  1.800000000000e+00  0.000000000000e+00 -4.051362675460e-04 
 2.388652049208e-11  9.000000000000e-01  8.952348914988e-01  9.012459917157e-01  1.800000000000e+00  0.000000000000e+00 -3.845452481685e-04 
 2.465645326507e-11  9.000000000000e-01  8.942265877396e-01  9.012440397441e-01  1.800000000000e+00  0.000000000000e+00 -3.614044990057e-04 
 2.619631881106e-11  9.000000000000e-01  8.933745409481e-01  9.012398551617e-01  1.800000000000e+00  0.000000000000e+00 -3.301039773929e-04 
 2.791518147128e-11  9.000000000000e-01  8.934027382759e-01  9.012350647050e-01  1.800000000000e+00  0.000000000000e+00 -3.022188822811e-04 
 2.980258513669e-11  9.000000000000e-01  8.939099192740e-01  9.012299676121e-01  1.800000000000e+00  0.000000000000e+00 -2.746846251552e-04 
 3.212008258682e-11  9.000000000000e-01  8.946865843146e-01  9.012242576721e-01  1.800000000000e+00  0.000000000000e+00 -2.428123102182e-04 
 3.426292073170e-11  9.000000000000e-01  8.953792924975e-01  9.012196437931e-01  1.800000000000e+00  0.000000000000e+00 -2.144165686337e-04 
 3.724718438569e-11  9.000000000000e-01  8.962125243906e-01  9.012143230584e-01  1.800000000000e+00  0.000000000000e+00 -1.779236322009e-04 
 4.064749467760e-11  9.000000000000e-01  8.969890728573e-01  9.012096474370e-01  1.800000000000e+00  0.000000000000e+00 -1.421814710536e-04 
 4.494543937167e-11  9.000000000000e-01  8.977664398556e-01  9.012053459609e-01  1.800000000000e+00  0.000000000000e+00 -1.063725996856e-04 
 4.898343224512e-11  9.000000000000e-01  8.983355504793e-01  9.012024623715e-01  1.800000000000e+00  0.000000000000e+00 -8.114087816369e-05 
 5.321332945005e-11  9.000000000000e-01  8.988022326872e-01  9.012002294803e-01  1.800000000000e+00  0.000000000000e+00 -6.148017462725e-05 
 5.781683519753e-11  9.000000000000e-01  8.991935139588e-01  9.011983926903e-01  1.800000000000e+00  0.000000000000e+00 -4.575346996127e-05 
 6.321776634983e-11  9.000000000000e-01  8.995354719127e-01  9.011967543624e-01  1.800000000000e+00  0.000000000000e+00 -3.252372486230e-05 
 6.911949833166e-11  9.000000000000e-01  8.998023723322e-01  9.011953989439e-01  1.800000000000e+00  0.000000000000e+00 -2.251606447721e-05 
 7.618299126873e-11  9.000000000000e-01  9.000195472787e-01  9.011941773599e-01  1.800000000000e+00  0.000000000000e+00 -1.455261872470e-05 
 8.370491009825e-11  9.000000000000e-01  9.001678256598e-01  9.011931971617e-01  1.800000000000e+00  0.000000000000e+00 -9.192242934317e-06 
 9.180598553432e-11  9.000000000000e-01  9.002659244743e-01  9.011923773628e-01  1.800000000000e+00  0.000000000000e+00 -5.657669319217e-06 
 1.005743224715e-10  9.000000000000e-01  9.003279533301e-01  9.011916572144e-01  1.800000000000e+00  0.000000000000e+00 -3.342995134452e-06 
 1.103144906550e-10  9.000000000000e-01  9.003657094599e-01  9.011909734012e-01  1.800000000000e+00  0.000000000000e+00 -1.868744206533e-06 
 1.213456407182e-10  9.000000000000e-01  9.003870719275e-01  9.011902770170e-01  1.800000000000e+00  0.000000000000e+00 -9.567184057687e-07 
 1.341851144233e-10  9.000000000000e-01  9.003978468167e-01  9.011895165723e-01  1.800000000000e+00  0.000000000000e+00 -4.229697340704e-07 
 1.495015849725e-10  9.000000000000e-01  9.004021332535e-01  9.011886388198e-01  1.800000000000e+00  0.000000000000e+00 -1.363570210354e-07 
