 time                v(src)              v(sample)           v(hold)             v(acq)              v(conv)             i(vdd)             
 2.000000000000e-11  8.100000000000e-01  9.948460431628e-01  8.118535559749e-01  1.620000000000e+00  0.000000000000e+00 -5.914593383049e-03 
 2.000570655912e-11  8.100000000000e-01  9.950821886040e-01  8.118539989175e-01  1.620000000000e+00  0.000000000000e+00 -5.537040745120e-03 
 2.001711967735e-11  8.100000000000e-01  9.952018193009e-01  8.118547844321e-01  1.620000000000e+00  0.000000000000e+00 -5.026545512856e-03 
 2.003994591382e-11  8.100000000000e-01  9.949337104689e-01  8.118561383846e-01  1.620000000000e+00  0.000000000000e+00 -4.459227549712e-03 
 2.008444472576e-11  8.100000000000e-01  9.939991436367e-01  8.118583468688e-01  1.620000000000e+00  0.000000000000e+00 -3.784097116894e-03 
 2.015079384677e-11  8.100000000000e-01  9.922894670723e-01  8.118609475257e-01  1.620000000000e+00  0.000000000000e+00 -3.076973387771e-03 
 2.024590276690e-11  8.100000000000e-01  9.894340539778e-01  8.118637034392e-01  1.620000000000e+00  0.000000000000e+00 -2.339961410883e-03 
 2.037514321240e-11  8.100000000000e-01  9.849740522863e-01  8.118662605900e-01  1.620000000000e+00  0.000000000000e+00 -1.672233583313e-03 
 2.055619027983e-11  8.100000000000e-01  9.780644286260e-01  8.118684911100e-01  1.620000000000e+00  0.000000000000e+00 -1.137209309603e-03 
 2.074065340851e-11  8.100000000000e-01  9.707226974891e-01  8.118698517438e-01  1.620000000000e+00  0.000000000000e+00 -8.694069654739e-04 
 2.099104737082e-11  8.100000000000e-01  9.608775350965e-01  8.118710430657e-01  1.620000000000e+00  0.000000000000e+00 -7.075117155331e-04 
 2.127622467757e-11  8.100000000000e-01  9.502142656529e-01  8.118720286960e-01  1.620000000000e+00  0.000000000000e+00 -6.359761344994e-04 
 2.169571229407e-11  8.100000000000e-01  9.358354192101e-01  8.118732676617e-01  1.620000000000e+00  0.000000000000e+00 -5.882090725091e-04 
 2.223433852051e-11  8.100000000000e-01  9.195648440367e-01  8.118747450088e-01  1.620000000000e+00  0.000000000000e+00 -5.461636768307e-04 
 2.313759807559e-11  8.100000000000e-01  8.969569687450e-01  8.118770663573e-01  1.620000000000e+00  0.000000000000e+00 -4.840373303634e-04 
 2.403712129102e-11  8.100000000000e-01  8.791083659687e-01  8.118791564750e-01  1.620000000000e+00  0.000000000000e+00 -4.347752880900e-04 
 2.511484054696e-11  8.100000000000e-01  8.623733457327e-01  8.118813175375e-01  1.620000000000e+00  0.000000000000e+00 -3.891765191690e-04 
 2.626408516005e-11  8.100000000000e-01  8.487450925550e-01  8.118831783105e-01  1.620000000000e+00  0.000000000000e+00 -3.510887858861e-04 
 2.767359317022e-11  8.100000000000e-01  8.363671461018e-01  8.118848429977e-01  1.620000000000e+00  0.000000000000e+00 -3.130946656853e-04 
 2.927482782111e-11  8.100000000000e-01  8.264338226528e-01  8.118859709191e-01  1.620000000000e+00  0.000000000000e+00 -2.774806275156e-04 
 3.117617913120e-11  8.100000000000e-01  8.184846786293e-01  8.118863914502e-01  1.620000000000e+00  0.000000000000e+00 -2.422834076718e-04 
 3.307095528724e-11  8.100000000000e-01  8.133218516446e-01  8.118859795938e-01  1.620000000000e+00  0.000000000000e+00 -2.133947570020e-04 
 3.531792508614e-11  8.100000000000e-01  8.095410155939e-01  8.118847416541e-01  1.620000000000e+00  0.000000000000e+00 -1.973705154246e-04 
 3.748008746493e-11  8.100000000000e-01  8.075068241999e-01  8.118830731936e-01  1.620000000000e+00  0.000000000000e+00 -1.791428660008e-04 
 3.992125523934e-11  8.100000000000e-01  8.062427603581e-01  8.118807444689e-01  1.620000000000e+00  0.000000000000e+00 -1.583989441994e-04 
 4.276957455485e-11  8.100000000000e-01  8.054925823214e-01  8.118775602053e-01  1.620000000000e+00  0.000000000000e+00 -1.406402504771e-04 
 4.653404015976e-11  8.100000000000e-01  8.051079964827e-01  8.118728216305e-01  1.620000000000e+00  0.000000000000e+00 -1.232369949562e-04 
 5.044464279575e-11  8.100000000000e-01  8.051006291409e-01  8.118675169966e-01  1.620000000000e+00  0.000000000000e+00 -1.098562345455e-04 
 5.464538693652e-11  8.100000000000e-01  8.053217142066e-01  8.118616380051e-01  1.620000000000e+00  0.000000000000e+00 -9.876256677784e-05 
 5.886146995336e-11  8.100000000000e-01  8.056633097526e-01  8.118557420349e-01  1.620000000000e+00  0.000000000000e+00 -8.974499968323e-05 
 6.360470416927e-11  8.100000000000e-01  8.061027512133e-01  8.118492762820e-01  1.620000000000e+00  0.000000000000e+00 -8.116989729618e-05 
 6.897640459679e-11  8.100000000000e-01  8.066098326286e-01  8.118422985177e-01  1.620000000000e+00  0.000000000000e+00 -7.294048136911e-05 
 7.384683233954e-11  8.100000000000e-01  8.070544340581e-01  8.118363749081e-01  1.620000000000e+00  0.000000000000e+00 -6.667251288136e-05 
 7.815244041857e-11  8.100000000000e-01  8.074234744462e-01  8.118315234710e-01  1.620000000000e+00  0.000000000000e+00 -6.183209789422e-05 
 8.253147440501e-11  8.100000000000e-01  8.077679246218e-01  8.118270167762e-01  1.620000000000e+00  0.000000000000e+00 -5.721420681412e-05 
 8.776467890963e-11  8.100000000000e-01  8.081359733903e-01  8.118222469428e-01  1.620000000000e+00  0.000000000000e+00 -5.187287241167e-05 
 9.277781360074e-11  8.100000000000e-01  8.084474425371e-01  8.118183176285e-01  1.620000000000e+00  0.000000000000e+00 -4.696143382031e-05 
 9.930939665424e-11  8.100000000000e-01  8.087988209042e-01  8.118140930188e-01  1.620000000000e+00  0.000000000000e+00 -4.102500451905e-05 
 1.071689165916e-10  8.100000000000e-01  8.091514718950e-01  8.118101832195e-01  1.620000000000e+00  0.000000000000e+00 -3.473053185518e-05 
 1.157963560018e-10  8.100000000000e-01  8.094654102567e-01  8.118070679027e-01  1.620000000000e+00  0.000000000000e+00 -2.894152036306e-05 
 1.240424820517e-10  8.100000000000e-01  8.097064972987e-01  8.118049452889e-01  1.620000000000e+00  0.000000000000e+00 -2.442311535037e-05 
 1.315448881136e-10  8.100000000000e-01  8.098843638469e-01  8.118035278615e-01  1.620000000000e+00  0.000000000000e+00 -2.104256801061e-05 
 1.395821339424e-10  8.100000000000e-01  8.100390317227e-01  8.118023711701e-01  1.620000000000e+00  0.000000000000e+00 -1.803213139336e-05 
 1.479383330448e-10  8.100000000000e-01  8.101680531789e-01  8.118014298882e-01  1.620000000000e+00  0.000000000000e+00 -1.543015749190e-05 
 1.578803202150e-10  8.100000000000e-01  8.102885339119e-01  8.118005283578e-01  1.620000000000e+00  0.000000000000e+00 -1.287503104368e-05 
 1.694515515110e-10  8.100000000000e-01  8.103942886653e-01  8.117996641855e-01  1.620000000000e+00  0.000000000000e+00 -1.047217243188e-05 
 1.844178668098e-10  8.100000000000e-01  8.104914030144e-01  8.117987191800e-01  1.620000000000e+00  0.000000000000e+00 -8.046432514411e-06 
 2.039271121890e-10  8.100000000000e-01  8.105728391483e-01  8.117976487573e-01  1.620000000000e+00  0.000000000000e+00 -5.721743297739e-06 
 2.247315532518e-10  8.100000000000e-01  8.106235283778e-01  8.117966149554e-01  1.620000000000e+00  0.000000000000e+00 -3.991945456764e-06 
 2.487739005743e-10  8.100000000000e-01  8.106550464455e-01  8.117954831582e-01  1.620000000000e+00  0.000000000000e+00 -2.640764463930e-06 
 2.726674806796e-10  8.100000000000e-01  8.106702552658e-01  8.117943835930e-01  1.620000000000e+00  0.000000000000e+00 -1.759887945358e-06 
 2.998449326267e-10  8.100000000000e-01  8.106778561897e-01  8.117931362590e-01  1.620000000000e+00  0.000000000000e+00 -1.111275764137e-06 
