 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  1.087505133814e+00  1.087505133818e+00  6.837667964280e-01  6.618175435733e-01 -3.077664609573e-05 
