 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.131377130345e+00  1.131377130349e+00  6.506147770220e-01  8.466180482192e-01 -3.555693080820e-05 
