 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  9.795251884336e-01  9.795251884341e-01  6.617411380208e-01  7.241922756423e-01 -3.437535607788e-05 
