 frequency           imag(i(vs164_p_0))  imag(i(vs164_p_1))  imag(i(vs164_p_2))  imag(i(vs164_p_3))  imag(i(vs164_p_4))  imag(i(vs164_p_5))  imag(i(vs164_p_6))  imag(i(vs164_p_7))  imag(i(vs164_p_8))  imag(i(vs164_p_9))  imag(i(vs164_p_10)) imag(i(vs164_p_11)) imag(i(vs164_p_12)) imag(i(vs164_n_0))  imag(i(vs164_n_1))  imag(i(vs164_n_2))  imag(i(vs164_n_3))  imag(i(vs164_n_4))  imag(i(vs164_n_5))  imag(i(vs164_n_6))  imag(i(vs164_n_7))  imag(i(vs164_n_8))  imag(i(vs164_n_9))  imag(i(vs164_n_10)) imag(i(vs164_n_11)) imag(i(vs164_n_12))
 1.000000000000e+03 -1.248060954701e-10 -2.495056635273e-10 -4.991060706488e-10 -9.978636954842e-10 -1.994285996689e-09 -3.991072431754e-09 -7.981671619188e-09 -1.596228061429e-08 -3.191994265837e-08 -6.383026314515e-08 -1.276829503337e-07 -2.553579349538e-07 -1.248512983343e-10 -1.246783253115e-10 -2.490355813323e-10 -4.988207822948e-10 -9.979316873824e-10 -1.994473132951e-09 -3.989573791202e-09 -7.979769301517e-09 -1.595730962391e-08 -3.191907607665e-08 -6.384545214086e-08 -1.276851314326e-07 -2.553526661391e-07 -1.248595436570e-10 
