 time                v(tp)               v(tn)               v(op)               v(on)               v(clk)              v(rp)               v(rn)               i(vdd)              i(vrp)              i(vrn)              v(mem11)            v(mem10)            v(mem9)             v(mem8)             v(mem7)             v(mem6)             v(mem5)             v(mem4)             v(mem3)             v(mem2)             v(mem1)             v(mem0)            
 2.000000000000e-11  9.454534592963e-01  9.645068287667e-01  6.651985298000e-01  6.651346337850e-01  0.000000000000e+00  1.095105597550e+00  7.145627100047e-01 -1.592037413426e-02 -4.894402450116e-04  1.456271000465e-03  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17  1.805750621785e-17 
 2.000811791042e-11  9.455570159504e-01  9.646181650512e-01  6.654090836093e-01  6.653451568872e-01  0.000000000000e+00  1.095267027632e+00  7.145649417805e-01 -1.513632224726e-02 -4.732972368015e-04  1.456494178048e-03  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17  1.806483568996e-17 
 2.002435373127e-11  9.457499744971e-01  9.648271469917e-01  6.657466019232e-01  6.656826060967e-01  0.000000000000e+00  1.095572858200e+00  7.145456564172e-01 -1.357016972550e-02 -4.427141799865e-04  1.454565641720e-03  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17  1.807949466448e-17 
 2.005682537295e-11  9.460476356983e-01  9.651577041072e-01  6.662374886327e-01  6.661733399231e-01  0.000000000000e+00  1.096071275581e+00  7.144029762941e-01 -1.092309331683e-02 -3.928724419165e-04  1.440297629413e-03  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17  1.810881277179e-17 
 2.012176865633e-11  9.463861538936e-01  9.655628583328e-01  6.669873806816e-01  6.669229352560e-01  0.000000000000e+00  1.096719954809e+00  7.138707874685e-01 -7.426708811551e-03 -3.280045190677e-04  1.387078746848e-03  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17  1.816744963330e-17 
 2.018641205548e-11  9.465389567937e-01  9.657820685251e-01  6.676370064073e-01  6.675723070768e-01  0.000000000000e+00  1.097101754361e+00  7.131983890436e-01 -5.414321947374e-03 -2.898245639110e-04  1.319838904357e-03  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17  1.822581651051e-17 
 2.029483024292e-11  9.466570289016e-01  9.660107656951e-01  6.686838083292e-01  6.686187626885e-01  0.000000000000e+00  1.097522492568e+00  7.120386315057e-01 -3.479451916302e-03 -2.477507432064e-04  1.203863150570e-03  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17  1.832370932209e-17 
 2.044476036208e-11  9.467241456885e-01  9.662305004859e-01  6.701061137288e-01  6.700406682343e-01  0.000000000000e+00  1.097932963344e+00  7.105413696339e-01 -2.111686399074e-03 -2.067036655884e-04  1.054136963393e-03  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17  1.845908653037e-17 
 2.067034971867e-11  9.467384364433e-01  9.664776593412e-01  6.722225534196e-01  6.721565432957e-01  0.000000000000e+00  1.098382231304e+00  7.085854273210e-01 -1.211064860320e-03 -1.617768695699e-04  8.585427320997e-04  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17  1.866278408294e-17 
 2.095797518711e-11  9.466787664245e-01  9.667231428750e-01  6.748892573761e-01  6.748225127836e-01  0.000000000000e+00  1.098786465097e+00  7.065642262281e-01 -8.378423388034e-04 -1.213534902934e-04  6.564226228147e-04  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17  1.892250611253e-17 
 2.141682594577e-11  9.465091427263e-01  9.670580902423e-01  6.790750944943e-01  6.790071247642e-01  0.000000000000e+00  1.099218326461e+00  7.042127687753e-01 -7.148172665145e-04 -7.816735393060e-05  4.212768775273e-04  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17  1.933686271893e-17 
 2.200740343437e-11  9.462364690670e-01  9.674611069304e-01  6.843436293446e-01  6.842740227423e-01  0.000000000000e+00  1.099558919273e+00  7.023051778248e-01 -7.067881078548e-04 -4.410807272444e-05  2.305177824789e-04  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17  1.987021084320e-17 
 2.299223665126e-11  9.457126746815e-01  9.681119309969e-01  6.928432210251e-01  6.927708473734e-01  0.000000000000e+00  1.099854678259e+00  7.006907970295e-01 -6.829018872253e-04 -1.453217405019e-05  6.907970294522e-05  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17  2.075970719965e-17 
 2.442664362371e-11  9.448382982380e-01  9.690153840932e-01  7.046150099156e-01  7.045388731078e-01  0.000000000000e+00  1.100008993168e+00  6.999001409280e-01 -6.355554908027e-04  8.993167926136e-07 -9.985907195816e-06  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17  2.205546450063e-17 
 2.621740530362e-11  9.436174710207e-01  9.700700620948e-01  7.183629306776e-01  7.182818728825e-01  0.000000000000e+00  1.100038329109e+00  6.997816199745e-01 -5.936261369621e-04  3.832910924318e-06 -2.183800254954e-05  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17  2.367348536275e-17 
 2.847266056317e-11  9.419495964803e-01  9.712962857957e-01  7.337575403071e-01  7.336677293263e-01  0.000000000000e+00  1.100022123570e+00  6.998839099276e-01 -5.581873423168e-04  2.212357005816e-06 -1.160900723749e-05  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17  2.571192308993e-17 
 3.120673966944e-11  9.398037142751e-01  9.726534822098e-01  7.502470269272e-01  7.501525990259e-01  0.000000000000e+00  1.100005517342e+00  6.999723793743e-01 -5.197172063343e-04  5.517341895805e-07 -2.762062569946e-06  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17  2.818383644776e-17 
