 frequency           imag(i(vs6_p_0))    imag(i(vs6_p_1))    imag(i(vs6_p_2))    imag(i(vs6_p_3))    imag(i(vs6_p_4))    imag(i(vs6_p_5))    imag(i(vs6_p_6))    imag(i(vs6_p_7))    imag(i(vs6_p_8))    imag(i(vs6_p_9))    imag(i(vs6_p_10))   imag(i(vs6_p_11))   imag(i(vs6_p_12))   imag(i(vs6_n_0))    imag(i(vs6_n_1))    imag(i(vs6_n_2))    imag(i(vs6_n_3))    imag(i(vs6_n_4))    imag(i(vs6_n_5))    imag(i(vs6_n_6))    imag(i(vs6_n_7))    imag(i(vs6_n_8))    imag(i(vs6_n_9))    imag(i(vs6_n_10))   imag(i(vs6_n_11))   imag(i(vs6_n_12))  
 1.000000000000e+03 -1.246240241380e-10 -2.493978093236e-10 -4.980626925488e-10 -9.980466618526e-10 -1.994975967723e-09 -3.988270044841e-09 -7.982487017391e-09 -1.596090466340e-08 -3.192084844331e-08 -6.383894032613e-08 -1.276766221845e-07 -2.553705953086e-07 -1.247310963117e-10 -1.247097386155e-10 -2.491289775797e-10 -4.983867047450e-10 -9.978526880174e-10 -1.995452218479e-09 -3.990052110937e-09 -7.980413023362e-09 -1.596073697041e-08 -3.192245217195e-08 -6.384241080335e-08 -1.276902623465e-07 -2.553594772746e-07 -1.249296763159e-10 
