 time                v(xadc.tp)          v(xadc.tn)          v(q)                v(qb)               v(ev)               v(rp)               v(rn)              
 0.000000000000e+00  1.000024413658e+00  7.999755861571e-01  0.000000000000e+00  1.800000000000e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.000000000000e-11  1.000024413658e+00  7.999755861571e-01  4.411723175127e-07  1.800000036594e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.000000000000e-11  1.000024413658e+00  7.999755861572e-01  5.841795364511e-07  1.800000027703e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.000000000000e-11  1.000024413658e+00  7.999755861572e-01  6.712063195620e-07  1.800000001849e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.600000000000e-10  1.000024413658e+00  7.999755861572e-01  6.767377567229e-07  1.799999984430e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.200000000000e-10  1.000024413658e+00  7.999755861571e-01  6.643805906386e-07  1.799999986265e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.400000000000e-10  1.000024413658e+00  7.999755861571e-01  6.615847263837e-07  1.799999990368e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.280000000000e-09  1.000024413658e+00  7.999755861571e-01  6.618753240028e-07  1.799999990720e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.560000000000e-09  1.000024413658e+00  7.999755861571e-01  6.619698055868e-07  1.799999990539e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.560000000000e-09  1.000024413658e+00  7.999755861571e-01  6.619695108016e-07  1.799999990524e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 6.560000000000e-09  1.000024413658e+00  7.999755861571e-01  6.619688449842e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 8.560000000000e-09  1.000024413658e+00  7.999755861571e-01  6.619688297676e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.056000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688333647e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.256000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688326451e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.456000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688332686e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.656000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688327591e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 1.856000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688320476e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.056000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688323296e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.256000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688311655e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.456000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688320929e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.656000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688309374e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 2.856000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688319618e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.056000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688308656e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.256000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688300273e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.456000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688309515e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.656000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688310649e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 3.856000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688317471e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.056000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688338466e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.256000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688320411e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.456000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688312181e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.656000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688320345e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 4.856000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688321913e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.056000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688341653e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.256000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688315987e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.456000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688317691e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.656000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688303968e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
 5.856000000000e-08  1.000024413658e+00  7.999755861571e-01  6.619688317363e-07  1.799999990526e+00  0.000000000000e+00  1.099999999896e+00  7.000000001042e-01 
